,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
454979,Ford,F-150,Lariat,supercrew,automatic,mi,34.0,67546.0,burgundy,black,runde chevrolet inc,21400.0,21300.0,Thu,Jun,2015.0
454982,Ford,F-150,STX,regular cab,automatic,in,2.0,224073.0,white,gray,lease plan usa,3700.0,3000.0,Wed,Jun,2015.0
454985,Ford,F-150,Platinum,supercrew,automatic,wa,39.0,56621.0,blue,brown,xcar inc,23800.0,26400.0,Wed,Jun,2015.0
454986,Ford,F-150,XLT,supercrew,automatic,mi,2.0,98425.0,gray,gray,automobiles paille inc,15300.0,12800.0,Thu,Jun,2015.0
455000,Ford,F-150,XLT,supercrew,automatic,mi,39.0,92732.0,blue,gray,larry hudson chevrolet buick gmc inc,15750.0,16900.0,Thu,Jun,2015.0
455123,Ford,F-150,XL,supercab,automatic,ms,29.0,92558.0,white,gray,donlen corporation,8325.0,9100.0,Thu,Jun,2015.0
455265,Ford,F-150,Lariat,supercrew,automatic,tx,25.0,112249.0,white,beige,johnson sewell ford lincoln llc,12800.0,11400.0,Wed,Jun,2015.0
455267,Ford,F-150,Lariat,supercab,automatic,wa,28.0,151261.0,green,beige,wells fargo dealer services,5150.0,7900.0,Wed,Jun,2015.0
455268,Ford,F-150,Lariat,supercrew,automatic,wa,29.0,67126.0,off-white,tan,xcar inc,17350.0,16500.0,Wed,Jun,2015.0
455269,Ford,F-150,King Ranch,supercrew,automatic,tx,21.0,128427.0,green,brown,mike shaw toyota,14450.0,10500.0,Wed,Jun,2015.0
455271,Ford,F-150,XLT,supercrew,automatic,fl,19.0,131119.0,white,gray,regional acceptance corporation / greenville,8625.0,8400.0,Tue,Jun,2015.0
455277,Ford,F-150,XL,regular cab,automatic,ca,49.0,72269.0,red,beige,dutton motor co,5850.0,8200.0,Tue,Jun,2015.0
455421,Ford,F-150,XLT,supercrew,automatic,wa,19.0,129109.0,white,gray,xcar inc,9475.0,8900.0,Wed,Jun,2015.0
455422,Ford,F-150,XL,supercab,automatic,wa,37.0,78207.0,green,beige,remarketing by ge/flagship credit acceptance,7075.0,9900.0,Wed,Jun,2015.0
455538,Ford,F-150,XL,regular cab,automatic,wa,19.0,164129.0,white,gray,lease plan usa,3175.0,3900.0,Wed,Jun,2015.0
455613,Ford,F-150,XLT,supercab,automatic,md,2.0,183593.0,gray,gray,sheehy ford inc,5125.0,1100.0,Tue,Jun,2015.0
455714,Ford,F-150,XL,Regular Cab,automatic,ma,19.0,93563.0,green,black,all auto financial,4025.0,1200.0,Tue,Jun,2015.0
455775,Ford,F-150,XL,supercab,automatic,co,31.0,192902.0,white,gray,autonation ford littleton,2475.0,2000.0,Tue,Jun,2015.0
455792,Ford,F-150,XLT,supercab,automatic,nj,21.0,114859.0,black,gray,thrift investment corporation,2850.0,2550.0,Tue,Jun,2015.0
455953,Ford,F-150,XL,regular cab,automatic,wi,3.0,8149.0,white,gray,u-haul technical center,17600.0,16800.0,Wed,Jun,2015.0
455954,Ford,F-150,XL,regular cab,automatic,wa,42.0,10804.0,white,gray,u-haul,17400.0,17200.0,Wed,Jun,2015.0
455955,Ford,F-150,XLT,supercrew,automatic,az,34.0,36288.0,black,tan,avis corporation,23600.0,23100.0,Thu,Jun,2015.0
455957,Ford,F-150,XL,regular cab,automatic,wa,32.0,11857.0,white,gray,u-haul,17350.0,17000.0,Wed,Jun,2015.0
455958,Ford,F-150,XL,regular cab,automatic,nc,43.0,8596.0,white,gray,u-haul international,17550.0,17000.0,Tue,Jun,2015.0
455959,Ford,F-150,XL,regular cab,automatic,wa,42.0,7781.0,white,gray,u-haul,17600.0,17300.0,Wed,Jun,2015.0
455960,Ford,F-150,XL,regular cab,automatic,wi,44.0,10552.0,white,gray,u-haul technical center,17400.0,17600.0,Wed,Jun,2015.0
455961,Ford,F-150,Platinum,supercrew,automatic,mo,43.0,19427.0,white,brown,ars/ford-lincoln dealer program,36200.0,36000.0,Tue,Jun,2015.0
455962,Ford,F-150,XL,regular cab,automatic,wa,5.0,8990.0,white,gray,u-haul,17550.0,18700.0,Wed,Jun,2015.0
455963,Ford,F-150,XL,regular cab,automatic,wa,39.0,8871.0,white,gray,u-haul,17550.0,17300.0,Wed,Jun,2015.0
455964,Ford,F-150,Platinum,supercrew,automatic,wa,5.0,18383.0,white,black,xcar inc,40400.0,38500.0,Wed,Jun,2015.0
455966,Ford,F-150,XLT,supercrew,automatic,fl,48.0,8031.0,silver,gray,tdaf remarketing,30500.0,29400.0,Tue,Jun,2015.0
455968,Ford,F-150,FX4,supercrew,automatic,fl,47.0,10816.0,blue,black,tdaf remarketing,36500.0,34600.0,Tue,Jun,2015.0
455970,Ford,F-150,XLT,supercrew,automatic,fl,41.0,10483.0,red,gray,tdaf remarketing,30200.0,30600.0,Tue,Jun,2015.0
455971,Ford,F-150,XL,regular cab,automatic,nc,37.0,15782.0,white,gray,u-haul international,17100.0,16400.0,Tue,Jun,2015.0
455972,Ford,F-150,XL,regular cab,automatic,nc,43.0,18087.0,white,gray,u-haul international,16950.0,16300.0,Tue,Jun,2015.0
455974,Ford,F-150,Lariat,supercrew,automatic,mo,5.0,9509.0,white,black,ford motor credit company llc,36500.0,38000.0,Tue,Jun,2015.0
455975,Ford,F-150,XLT,supercrew,automatic,wa,29.0,24163.0,white,gray,xcar inc,29000.0,26700.0,Wed,Jun,2015.0
455978,Ford,F-150,XLT,supercrew,automatic,nj,49.0,35744.0,white,gray,ars/enterprise,27200.0,27500.0,Wed,Jun,2015.0
455979,Ford,F-150,XLT,supercrew,automatic,mo,43.0,29795.0,gray,gray,ford motor credit company,28500.0,29100.0,Tue,Jun,2015.0
455980,Ford,F-150,XL,regular cab,automatic,wa,29.0,14772.0,white,gray,u-haul,17150.0,16800.0,Wed,Jun,2015.0
455982,Ford,F-150,XLT,supercrew,automatic,mo,38.0,13154.0,black,gray,ford motor credit company llc,30000.0,30500.0,Tue,Jun,2015.0
455983,Ford,F-150,FX4,supercrew,automatic,wa,5.0,14003.0,gray,black,xcar inc,36100.0,33000.0,Wed,Jun,2015.0
455985,Ford,F-150,XL,regular cab,automatic,nc,43.0,14018.0,white,gray,u-haul international,17200.0,16900.0,Tue,Jun,2015.0
455986,Ford,F-150,STX,supercab,automatic,mo,47.0,29219.0,silver,gray,ford motor credit company llc,26200.0,25200.0,Tue,Jun,2015.0
455987,Ford,F-150,Limited,supercrew,automatic,tx,37.0,54622.0,blue,blue,chrysler capital,37700.0,37000.0,Wed,Jun,2015.0
456455,Ford,F-150,Lariat,supercrew,automatic,tx,4.0,10679.0,black,gray,hacienda ford,37300.0,38000.0,Wed,Jun,2015.0
456456,Ford,F-150,Lariat,supercrew,automatic,mi,47.0,19187.0,white,black,multi auto trading inc,36000.0,34100.0,Thu,Jun,2015.0
456458,Ford,F-150,XLT,supercrew,automatic,ca,29.0,44417.0,silver,gray,the hertz corporation,24600.0,23700.0,Wed,Jun,2015.0
456460,Ford,F-150,King Ranch,supercrew,automatic,mi,32.0,28276.0,black,red,multi auto trading inc,36600.0,33800.0,Thu,Jun,2015.0
456461,Ford,F-150,FX4,supercrew,automatic,mo,38.0,68950.0,black,black,saxon fleet services,25200.0,26300.0,Wed,Jun,2015.0
456462,Ford,F-150,XLT,supercrew,automatic,mo,5.0,32450.0,red,gray,ars/ford-lincoln dealer program,27300.0,28000.0,Tue,Jun,2015.0
456463,Ford,F-150,Platinum,supercrew,automatic,tx,5.0,27916.0,white,brown,music city autoplex llc,37100.0,39000.0,Wed,Jun,2015.0
456464,Ford,F-150,Lariat,supercrew,automatic,il,44.0,45899.0,white,tan,ars/ford-lincoln dealer program,31500.0,25800.0,Tue,Jun,2015.0
456465,Ford,F-150,FX4,supercrew,automatic,wa,5.0,36751.0,white,black,xcar inc,30600.0,33000.0,Wed,Jun,2015.0
456466,Ford,F-150,FX4,supercrew,automatic,mi,46.0,19189.0,black,black,automobiles paille inc,35400.0,34000.0,Thu,Jun,2015.0
456467,Ford,F-150,XLT,supercrew,automatic,il,35.0,23078.0,silver,gray,ford motor credit company llc,26900.0,26000.0,Thu,Jun,2015.0
456468,Ford,F-150,XLT,supercrew,automatic,nv,46.0,14703.0,blue,gray,jpmorgan chase bank n.a.,27800.0,28000.0,Fri,Jun,2015.0
456469,Ford,F-150,FX4,supercrew,automatic,tx,26.0,99201.0,white,black,rlb investments,26500.0,26200.0,Wed,Jun,2015.0
456470,Ford,F-150,FX4,supercrew,automatic,mo,47.0,53518.0,white,black,ford motor credit company llc,30000.0,32100.0,Tue,Jun,2015.0
456471,Ford,F-150,Lariat,supercrew,automatic,il,46.0,46676.0,white,tan,ars/ford-lincoln dealer program,31400.0,31200.0,Thu,Jun,2015.0
456473,Ford,F-150,FX4,supercrew,automatic,tx,34.0,48352.0,gray,black,hacienda ford,28700.0,30400.0,Wed,Jun,2015.0
456474,Ford,F-150,XLT,supercrew,automatic,tn,49.0,30029.0,silver,gray,meridian remarketing,24400.0,25200.0,Wed,Jun,2015.0
456475,Ford,F-150,FX4,supercrew,automatic,mi,34.0,30579.0,black,black,larry hudson chevrolet buick gmc inc,31700.0,31600.0,Thu,Jun,2015.0
456476,Ford,F-150,SVT Raptor,supercrew,automatic,mo,43.0,19708.0,white,black,ars/ford-lincoln dealer program,51400.0,51500.0,Tue,Jun,2015.0
456477,Ford,F-150,XLT,supercab,automatic,il,48.0,23266.0,white,gray,ars/ford-lincoln dealer program,25200.0,27700.0,Tue,Jun,2015.0
456485,Ford,F-150,XLT,supercrew,automatic,co,38.0,85652.0,green,gray,automotive solutions inc,20300.0,20800.0,Tue,Jun,2015.0
456486,Ford,F-150,XLT,supercab,automatic,mi,47.0,27647.0,blue,gray,larry hudson chevrolet buick gmc inc,26900.0,26000.0,Thu,Jun,2015.0
456489,Ford,F-150,XLT,supercrew,automatic,mi,42.0,59301.0,black,gray,automobiles paille inc,23100.0,22800.0,Thu,Jun,2015.0
456492,Ford,F-150,XL,supercab,automatic,mo,42.0,66432.0,white,gray,ge fleet services for itself/servicer,19200.0,17500.0,Wed,Jun,2015.0
456494,Ford,F-150,XLT,supercrew,automatic,mo,5.0,30156.0,red,gray,ford motor credit company,27500.0,28700.0,Tue,Jun,2015.0
456689,Ford,F-150,Lariat,supercrew,automatic,fl,4.0,46827.0,brown,beige,tdaf remarketing,30200.0,30200.0,Tue,Jun,2015.0
456857,Ford,F-150,XL,regular cab,automatic,ca,3.0,85982.0,white,gray,aaero sweet corporation,10100.0,8900.0,Wed,Jun,2015.0
456859,Ford,F-150,XLT,supercrew,automatic,ca,36.0,100202.0,gray,gray,ge fleet services for itself/servicer,16500.0,15500.0,Tue,Jun,2015.0
456907,Ford,F-150,XLT,supercrew,automatic,oh,39.0,67502.0,white,tan,exceptional motorcar llc,20200.0,20900.0,Tue,Jun,2015.0
457004,Ford,F-150,XLT,supercrew,automatic,nc,19.0,111806.0,silver,gray,fleet lease remarketing,9825.0,5100.0,Mon,Jun,2015.0
457036,Ford,F-150,Limited,supercrew,automatic,wa,42.0,31344.0,black,black,hinton chevrolet buick inc,39300.0,34000.0,Wed,Jun,2015.0
457105,Ford,F-150,XLT,supercab,automatic,wa,49.0,26783.0,blue,gray,repo remarketing/unitus community cu,24000.0,25600.0,Wed,Jun,2015.0
457106,Ford,F-150,XLT,supercrew,automatic,fl,37.0,50406.0,silver,gray,tdaf remarketing,24000.0,24900.0,Tue,Jun,2015.0
457107,Ford,F-150,SVT Raptor,supercrew,automatic,tn,48.0,16098.0,red,black,wholesale inc # 2,52600.0,53700.0,Wed,Jun,2015.0
457333,Ford,F-150,XLT,supercrew,automatic,mi,38.0,114829.0,blue,gray,automobiles paille inc,10550.0,10900.0,Thu,Jun,2015.0
457432,Ford,F-150,FX4,supercab,automatic,mi,27.0,69921.0,silver,black,automobiles paille inc,10150.0,8700.0,Thu,Jun,2015.0
457433,Ford,F-150,FX4,supercab,automatic,ca,35.0,139400.0,silver,black,the car exchange,6700.0,5700.0,Wed,Jun,2015.0
457567,Ford,F-150,XL,regular cab,automatic,mo,28.0,58850.0,white,gray,automotive solutions llc,15700.0,13200.0,Wed,Jun,2015.0
457591,Ford,F-150,Lariat,supercrew,automatic,oh,39.0,97035.0,white,gray,pauley motor car co preowned vehicles llc,25200.0,25800.0,Tue,Jun,2015.0
457604,Ford,F-150,Lariat,supercrew,automatic,oh,38.0,65649.0,white,tan,9209 0851 quebec inc,19400.0,17300.0,Tue,Jun,2015.0
457637,Ford,F-150,XLT,supercab,automatic,oh,36.0,42831.0,white,gray,stratton auto sales inc,23100.0,21900.0,Tue,Jun,2015.0
457660,Ford,F-150,Lariat,supercrew,automatic,oh,41.0,57761.0,white,tan,exceptional motorcar llc,26500.0,27300.0,Tue,Jun,2015.0
457674,Ford,F-150,Harley-Davidson,supercrew,automatic,oh,42.0,50975.0,black,brown,stratton auto sales inc,25600.0,27400.0,Tue,Jun,2015.0
457751,Ford,F-150,FX4,supercrew,automatic,oh,41.0,36517.0,black,black,suzuki of newmarket,27900.0,25500.0,Tue,Jun,2015.0
457761,Ford,F-150,Lariat,supercrew,automatic,oh,42.0,65271.0,black,black,exceptional motorcar llc,23200.0,23800.0,Tue,Jun,2015.0
457803,Ford,F-150,Lariat,supercab,automatic,fl,33.0,125277.0,burgundy,black,xtreme auto wholesalers inc,9375.0,12000.0,Tue,Jun,2015.0
457818,Ford,F-150,Lariat,supercrew,automatic,ga,25.0,146928.0,black,tan,rick hendrick chevrolet,8000.0,9200.0,Tue,Jun,2015.0
457826,Ford,F-150,Harley-Davidson,supercrew,automatic,fl,24.0,117340.0,black,black,zimmerman auto brokers inc,8700.0,9500.0,Tue,Jun,2015.0
457844,Ford,F-150,STX,supercab,automatic,fl,34.0,32099.0,gray,gray,zimmerman auto brokers inc,21100.0,20800.0,Tue,Jun,2015.0
457916,Ford,F-150,Lariat,supercrew,automatic,fl,43.0,39257.0,white,beige,central florida auto gallery inc,30800.0,33600.0,Tue,Jun,2015.0
457917,Ford,F-150,XLT,supercrew,automatic,mi,46.0,46871.0,black,gray,larry hudson chevrolet buick gmc inc,25300.0,25900.0,Thu,Jun,2015.0
458142,Ford,F-150,Lariat,supercrew,automatic,mo,33.0,121460.0,white,tan,arizona auto sales inc,19450.0,18900.0,Tue,Jun,2015.0
458145,Ford,F-150,XLT,supercrew,automatic,mi,25.0,44055.0,black,gray,larry hudson chevrolet buick gmc inc,23600.0,22300.0,Thu,Jun,2015.0
458167,Ford,F-150,Lariat,supercrew,automatic,mi,49.0,37539.0,white,black,runde chevrolet inc,26100.0,26400.0,Thu,Jun,2015.0
458195,Ford,F-150,Lariat,supercrew,automatic,mi,37.0,131490.0,red,beige,larry hudson chevrolet buick gmc inc,16700.0,14500.0,Thu,Jun,2015.0
458218,Ford,F-150,XLT,supercab,automatic,mi,28.0,73524.0,black,gray,automobiles paille inc,12800.0,14300.0,Thu,Jun,2015.0
458352,Ford,F-150,FX4,supercrew,automatic,mi,49.0,12539.0,black,gray,northway ford lincoln,30000.0,29900.0,Thu,Jun,2015.0
458353,Ford,F-150,FX4,supercrew,automatic,fl,5.0,231.0,white,black,tdaf remarketing,38300.0,37800.0,Tue,Jun,2015.0
458354,Ford,F-150,FX4,supercrew,automatic,mi,5.0,13188.0,white,gray,northway ford lincoln,30000.0,30100.0,Thu,Jun,2015.0
458404,Ford,F-150,SVT Raptor,supercrew,automatic,fl,42.0,36416.0,silver,black,tdaf remarketing,48100.0,49600.0,Tue,Jun,2015.0
458405,Ford,F-150,FX4,supercrew,automatic,mi,48.0,33188.0,white,black,larry hudson chevrolet buick gmc inc,33300.0,34200.0,Thu,Jun,2015.0
458406,Ford,F-150,XL,supercrew,automatic,mi,35.0,29050.0,black,gray,northway ford lincoln,26300.0,26100.0,Thu,Jun,2015.0
458552,Ford,F-150,XLT,supercrew,automatic,la,1.0,47826.0,red,beige,remarketing by ge/pareto solutinos llc,22600.0,6600.0,Wed,Jun,2015.0
458553,Ford,F-150,XLT,supercrew,automatic,ga,27.0,28466.0,blue,gray,rick hendrick chevrolet of buford,24200.0,28600.0,Tue,Jun,2015.0
458554,Ford,F-150,FX4,supercab,automatic,fl,5.0,16746.0,red,gray,hawley motor sales inc,28700.0,27200.0,Tue,Jun,2015.0
458555,Ford,F-150,XLT,supercrew,automatic,fl,37.0,40295.0,silver,gray,tdaf remarketing,25100.0,25800.0,Tue,Jun,2015.0
458557,Ford,F-150,XLT,supercrew,automatic,mi,47.0,26245.0,black,gray,larry hudson chevrolet buick gmc inc,27900.0,28200.0,Thu,Jun,2015.0
458558,Ford,F-150,Lariat,supercrew,automatic,fl,47.0,47476.0,white,beige,tdaf remarketing,32000.0,30400.0,Tue,Jun,2015.0
458559,Ford,F-150,FX4,supercrew,automatic,mi,43.0,36462.0,black,black,automobiles paille inc,30700.0,31200.0,Thu,Jun,2015.0
458560,Ford,F-150,XL,supercrew,automatic,tn,5.0,12452.0,red,gray,ars/ford-lincoln dealer program,25400.0,27800.0,Wed,Jun,2015.0
458561,Ford,F-150,XLT,supercab,automatic,mi,44.0,37277.0,gray,gray,larry hudson chevrolet buick gmc inc,23400.0,24800.0,Thu,Jun,2015.0
458563,Ford,F-150,FX4,supercrew,automatic,mi,43.0,55515.0,red,gray,automobiles paille inc,24600.0,25200.0,Thu,Jun,2015.0
458564,Ford,F-150,XLT,supercrew,automatic,ga,34.0,44040.0,silver,gray,the hertz corporation,24700.0,26900.0,Tue,Jun,2015.0
458565,Ford,F-150,XLT,supercrew,automatic,ga,31.0,54772.0,white,gray,the hertz corporation,23700.0,24000.0,Tue,Jun,2015.0
458566,Ford,F-150,XLT,supercrew,automatic,mi,49.0,39842.0,silver,gray,ford motor credit company llc,25100.0,28000.0,Thu,Jun,2015.0
458567,Ford,F-150,FX4,supercrew,automatic,mi,43.0,80063.0,red,black,grace motors,26500.0,26000.0,Thu,Jun,2015.0
458568,Ford,F-150,XLT,supercrew,automatic,ga,42.0,45583.0,white,gray,the hertz corporation,24500.0,26400.0,Tue,Jun,2015.0
458837,Ford,F-150,XLT,supercab,automatic,mo,36.0,40354.0,silver,gray,glendale chrysler jeep dodge ram,20400.0,19200.0,Tue,Jun,2015.0
458838,Ford,F-150,FX4,supercrew,automatic,ga,43.0,32286.0,black,black,dublin cadillac nissan & gmc,32000.0,35400.0,Tue,Jun,2015.0
458839,Ford,F-150,XLT,supercab,automatic,fl,45.0,26797.0,red,gray,tdaf remarketing,25300.0,25300.0,Tue,Jun,2015.0
458841,Ford,F-150,Lariat,supercrew,automatic,mi,49.0,63285.0,green,beige,ford motor credit company llc,28000.0,29200.0,Thu,Jun,2015.0
458842,Ford,F-150,Lariat,supercrew,automatic,wi,3.0,87052.0,black,tan,southgate leasing corp,24100.0,23000.0,Wed,Jun,2015.0
458844,Ford,F-150,XLT,supercrew,automatic,mi,42.0,36884.0,white,gray,ford motor credit company llc,26500.0,28200.0,Thu,Jun,2015.0
458845,Ford,F-150,SVT Raptor,supercrew,automatic,fl,44.0,59179.0,black,black,tdaf remarketing,40300.0,40200.0,Tue,Jun,2015.0
458846,Ford,F-150,FX4,supercab,automatic,nj,38.0,138730.0,black,black,all american ford/subaru,22700.0,16500.0,Wed,Jun,2015.0
458848,Ford,F-150,XLT,supercab,automatic,fl,36.0,70282.0,white,gray,tdaf remarketing,19400.0,19800.0,Tue,Jun,2015.0
458849,Ford,F-150,XL,supercrew,automatic,mi,44.0,27150.0,white,gray,larry hudson chevrolet buick gmc inc,26900.0,27000.0,Thu,Jun,2015.0
458850,Ford,F-150,FX4,supercab,automatic,oh,37.0,59310.0,black,gray,suzuki of newmarket,25000.0,21000.0,Tue,Jun,2015.0
458851,Ford,F-150,XLT,supercab,automatic,mi,42.0,21429.0,gray,gray,ford motor credit company llc,26200.0,26800.0,Thu,Jun,2015.0
459006,Ford,F-150,XLT,supercab,automatic,nc,3.0,93373.0,silver,black,t & k enterprises of mt airy inc,16800.0,20800.0,Tue,Jun,2015.0
459009,Ford,F-150,King Ranch,supercrew,automatic,mn,36.0,78429.0,brown,brown,select lane,25700.0,25000.0,Wed,Jun,2015.0
459010,Ford,F-150,Lariat,supercrew,automatic,mi,36.0,109602.0,brown,tan,larry hudson chevrolet buick gmc inc,20500.0,18900.0,Thu,Jun,2015.0
459011,Ford,F-150,SVT Raptor,supercrew,automatic,tn,5.0,48281.0,silver,black,remarketing by ge/suntrust bank,40800.0,40800.0,Wed,Jun,2015.0
459012,Ford,F-150,XLT,supercrew,automatic,fl,31.0,103607.0,red,gray,ari,15400.0,15400.0,Wed,Jun,2015.0
459013,Ford,F-150,XLT,supercrew,automatic,mi,33.0,85855.0,gray,gray,ford motor credit company llc,17500.0,14200.0,Thu,Jun,2015.0
459014,Ford,F-150,XLT,supercrew,automatic,fl,39.0,52681.0,gray,gray,tdaf remarketing,20600.0,18800.0,Tue,Jun,2015.0
459015,Ford,F-150,XLT,supercrew,automatic,mi,23.0,56150.0,gray,gray,automobiles paille inc,22400.0,20200.0,Thu,Jun,2015.0
459157,Ford,F-150,XLT,supercrew,automatic,ok,41.0,149355.0,white,gray,ge capital fleet services,12000.0,11500.0,Thu,Jun,2015.0
459158,Ford,F-150,XLT,supercrew,automatic,mi,44.0,30831.0,gray,gray,automobiles paille inc,23600.0,23100.0,Thu,Jun,2015.0
459159,Ford,F-150,XLT,supercab,automatic,fl,35.0,50899.0,black,beige,tdaf remarketing,18400.0,19800.0,Tue,Jun,2015.0
459160,Ford,F-150,FX2,supercrew,automatic,ca,28.0,112971.0,gray,beige,m l sim,15400.0,14900.0,Tue,Jun,2015.0
459249,Ford,F-150,FX4,supercrew,automatic,mi,36.0,97054.0,blue,black,automobiles paille inc,18250.0,16900.0,Thu,Jun,2015.0
459253,Ford,F-150,FX4,supercrew,automatic,mi,32.0,69862.0,black,black,automobiles paille inc,20600.0,20800.0,Thu,Jun,2015.0
459346,Ford,F-150,XL,regular cab,manual,tx,3.0,72498.0,gray,gray,vroom,7525.0,7600.0,Thu,Jun,2015.0
459349,Ford,F-150,FX4,supercrew,automatic,mi,47.0,97956.0,off-white,black,larry hudson chevrolet buick gmc inc,17350.0,16800.0,Thu,Jun,2015.0
459456,Ford,F-150,XLT,supercab,automatic,ok,34.0,200907.0,white,gray,ge capital fleet services,4175.0,2800.0,Thu,Jun,2015.0
459457,Ford,F-150,Lariat,supercrew,automatic,ca,31.0,102933.0,black,black,rvr,15050.0,18250.0,Wed,Jun,2015.0
459458,Ford,F-150,XLT,supercab,automatic,tx,27.0,122486.0,blue,gray,onemain rem/shak's auto sales inc,9650.0,8000.0,Tue,Jun,2015.0
459459,Ford,F-150,XLT,supercab,automatic,mi,47.0,120709.0,red,gray,kevins marysville auto sales inc,9025.0,11000.0,Thu,Jun,2015.0
459556,Ford,F-150,XLT,supercab,automatic,mo,35.0,118957.0,white,beige,fenton auto sales,8375.0,10700.0,Tue,Jun,2015.0
459644,Ford,F-150,FX4,supercab,automatic,nj,19.0,139259.0,red,black,credit acceptance corp/vrs/southfield,7300.0,7900.0,Tue,Jun,2015.0
459645,Ford,F-150,XLT,supercrew,automatic,tn,26.0,109614.0,red,gray,remarketing by ge/suntrust bank,8100.0,10600.0,Wed,Jun,2015.0
459703,Ford,F-150,XLT,supercab,automatic,md,25.0,121787.0,gold,beige,koons silver spring ford lincoln,6225.0,8000.0,Tue,Jun,2015.0
459849,Ford,F-150,XL,supercab,automatic,ok,2.0,120136.0,white,gray,ge capital fleet services,2875.0,2200.0,Thu,Jun,2015.0
459853,Ford,F-150,XL,supercab,automatic,ok,27.0,170426.0,white,gray,ge capital fleet services,2250.0,1800.0,Thu,Jun,2015.0
459885,Ford,F-150,XLT,extended cab,automatic,ga,27.0,127427.0,gold,tan,pye auto sales,2925.0,3400.0,Tue,Jun,2015.0
459912,Ford,F-150,XLT,extended cab,automatic,mo,19.0,158560.0,black,gray,napleton's mid river,1250.0,2500.0,Tue,Jun,2015.0
459921,Ford,F-150,FX4,supercrew,automatic,mi,42.0,16247.0,silver,gray,northway ford lincoln,29400.0,29400.0,Thu,Jun,2015.0
459922,Ford,F-150,XLT,supercab,automatic,ga,48.0,21048.0,gold,beige,td auto finance,22800.0,22800.0,Thu,Jun,2015.0
459923,Ford,F-150,FX4,supercrew,automatic,mi,29.0,13340.0,black,black,automobiles paille inc,36200.0,33900.0,Thu,Jun,2015.0
459924,Ford,F-150,XLT,supercrew,automatic,mi,47.0,15876.0,gray,gray,automobiles paille inc,29300.0,29500.0,Thu,Jun,2015.0
460062,Ford,F-150,XLT,supercrew,automatic,ut,27.0,26580.0,white,gray,auto focus inc,26500.0,24500.0,Wed,Jun,2015.0
460064,Ford,F-150,Platinum,supercrew,automatic,oh,5.0,8339.0,gray,black,mvl leasing ltd,38300.0,39800.0,Tue,Jun,2015.0
460066,Ford,F-150,Platinum,supercrew,automatic,oh,41.0,48480.0,white,black,suzuki of newmarket,34600.0,32600.0,Tue,Jun,2015.0
460067,Ford,F-150,XLT,supercrew,automatic,oh,35.0,34443.0,gray,gray,suzuki of newmarket,27100.0,27300.0,Tue,Jun,2015.0
460068,Ford,F-150,XLT,supercrew,automatic,ms,44.0,47046.0,white,gray,the hertz corporation,24800.0,24600.0,Tue,Jul,2015.0
460069,Ford,F-150,King Ranch,supercrew,automatic,tx,37.0,69968.0,black,brown,mid city mcandrew motors,32200.0,30000.0,Thu,Jun,2015.0
460471,Ford,F-150,XL,supercrew,automatic,sc,2.0,93818.0,white,gray,southgate leasing corp,19050.0,21800.0,Thu,Jun,2015.0
460473,Ford,F-150,XLT,supercrew,automatic,ut,35.0,71582.0,white,gray,excell auto center,21600.0,19000.0,Wed,Jun,2015.0
460474,Ford,F-150,Lariat,supercrew,automatic,mn,37.0,46910.0,silver,black,sioux city ford lincoln mercury,30000.0,27600.0,Wed,Jun,2015.0
460475,Ford,F-150,Lariat,supercrew,automatic,mo,36.0,79880.0,gold,tan,hubler auto plaza,26400.0,25600.0,Tue,Jun,2015.0
460476,Ford,F-150,FX4,supercrew,automatic,ut,37.0,107052.0,black,gray,excell auto center,20800.0,15500.0,Wed,Jun,2015.0
460477,Ford,F-150,XLT,supercrew,automatic,ms,42.0,51243.0,beige,tan,primeritus remarketing/compass bank,22100.0,23200.0,Thu,Jun,2015.0
460478,Ford,F-150,XLT,supercrew,automatic,tn,46.0,37924.0,red,gray,wholesale inc # 2,25700.0,23500.0,Wed,Jun,2015.0
460479,Ford,F-150,XLT,supercrew,automatic,oh,41.0,55509.0,white,gray,exceptional motorcar llc,24100.0,24800.0,Tue,Jun,2015.0
460481,Ford,F-150,XLT,supercab,automatic,tx,37.0,140952.0,silver,black,ars/ford-lincoln dealer program,15000.0,13300.0,Thu,Jun,2015.0
460482,Ford,F-150,XLT,supercab,automatic,ut,28.0,37991.0,black,gray,excell auto center,23800.0,19300.0,Wed,Jun,2015.0
460483,Ford,F-150,XLT,supercab,automatic,ms,27.0,50173.0,white,gray,hertz car exchange inc/alexandria,21700.0,21000.0,Thu,Jun,2015.0
460484,Ford,F-150,XLT,supercrew,automatic,mn,23.0,115065.0,blue,gray,remarketing by ge/manheim northstar,16250.0,11800.0,Thu,Jun,2015.0
460895,Ford,F-150,XLT,supercrew,automatic,oh,44.0,59255.0,blue,gray,exceptional motorcar llc,21900.0,22800.0,Tue,Jun,2015.0
460896,Ford,F-150,XL,regular cab,automatic,ms,42.0,80262.0,white,gray,flexco fleet services,10300.0,10700.0,Thu,Jun,2015.0
460897,Ford,F-150,XL,supercab,automatic,tx,32.0,112195.0,white,gray,fusion autoplex,8950.0,11300.0,Wed,Jun,2015.0
