,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
924,Ford,F-150,FX2,SuperCrew,automatic,ca,46.0,28687.0,gray,black,ford motor credit company llc pd,26700.0,30500.0,Thu,Dec,2014.0
963,Ford,F-150,XLT,SuperCrew,automatic,ca,39.0,27465.0,black,gray,ford motor credit company llc pd,26300.0,28800.0,Thu,Dec,2014.0
964,Ford,F-150,XLT,SuperCrew,automatic,ca,35.0,93858.0,white,gray,aaero sweet company,18900.0,19500.0,Wed,Dec,2014.0
982,Ford,F-150,Lariat,SuperCab,automatic,ca,41.0,46444.0,red,black,ford motor credit company llc pd,26300.0,25600.0,Thu,Dec,2014.0
1761,Ford,F-150,FX2,SuperCrew,automatic,ca,35.0,62174.0,silver,black,ford motor credit company llc,19750.0,20900.0,Thu,Dec,2014.0
1770,Ford,F-150,FX4,SuperCab,automatic,ca,37.0,29711.0,black,black,ford motor credit company llc pd,26200.0,27100.0,Thu,Jan,2015.0
1789,Ford,F-150,STX,Regular Cab,automatic,ca,39.0,67718.0,red,gray,lease plan usa,11500.0,11800.0,Wed,Dec,2014.0
1809,Ford,F-150,XL,SuperCab,automatic,ca,36.0,91626.0,white,gray,enterprise fleet management exchange  inc.,14800.0,13300.0,Fri,Dec,2014.0
1823,Ford,F-150,Lariat,SuperCrew,automatic,ca,36.0,90598.0,white,black,remarketing by ge/xpress rent a car,23300.0,24250.0,Tue,Dec,2014.0
1835,Ford,F-150,FX2,SuperCrew,automatic,ca,39.0,181395.0,blue,gray,nvp remarketing,17000.0,12250.0,Tue,Jan,2015.0
1838,Ford,F-150,FX2,SuperCab,automatic,ca,21.0,48577.0,black,black,remarketing by ge/flagship credit acceptance,19100.0,14250.0,Tue,Jan,2015.0
1882,Ford,F-150,XLT,SuperCab,automatic,ca,45.0,28696.0,black,black,robinson ford sales inc,18900.0,22000.0,Tue,Dec,2014.0
1907,Ford,F-150,XLT,SuperCrew,automatic,ca,41.0,71995.0,gray,gray,fox rent a car,21000.0,21800.0,Thu,Dec,2014.0
2391,Ford,F-150,XL,Regular Cab,automatic,ca,2.0,140738.0,white,tan,enterprise fm exchange/tra/lease,4850.0,4100.0,Tue,Dec,2014.0
2436,Ford,F-150,XL,SuperCab,automatic,ca,1.0,87443.0,silver,beige,wells fargo dealer services,10500.0,8600.0,Tue,Dec,2014.0
2443,Ford,F-150,XLT,SuperCab,automatic,ca,47.0,61616.0,white,black,motor city buick gmc,19850.0,34250.0,Tue,Dec,2014.0
2450,Ford,F-150,XLT,SuperCrew,automatic,ca,2.0,90017.0,white,gray,enterprise veh exchange/rental,17800.0,15000.0,Wed,Dec,2014.0
2479,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,19591.0,blue,beige,us bank,20200.0,11000.0,Tue,Jan,2015.0
2486,Ford,F-150,Harley-Davidson,SuperCrew,automatic,ca,49.0,22200.0,black,black,richard j bartlett jr enterprises,30100.0,34250.0,Tue,Dec,2014.0
2534,Ford,F-150,XLT,SuperCab,automatic,ca,1.0,141217.0,silver,beige,tradewinds remarketing,9750.0,9350.0,Wed,Dec,2014.0
2545,Ford,F-150,Lariat,SuperCrew,automatic,ca,45.0,105312.0,white,beige,hoehn motors inc,16850.0,17300.0,Tue,Dec,2014.0
2621,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,87659.0,black,gray,jpmorgan chase bank n.a.,13250.0,15000.0,Thu,Dec,2014.0
2805,Ford,F-150,STX,SuperCab,automatic,ca,2.0,64783.0,black,black,remarketing by ge/golden 1 credit union,9525.0,10600.0,Wed,Dec,2014.0
2820,Ford,F-150,Lariat,SuperCrew,automatic,ca,31.0,132553.0,white,beige,premium auto wholesale,12850.0,11100.0,Tue,Dec,2014.0
2979,Ford,F-150,King Ranch,SuperCrew,automatic,ca,19.0,123424.0,brown,brown,the car exchange,12800.0,11400.0,Wed,Dec,2014.0
3024,Ford,F-150,Lariat,SuperCab,automatic,ca,28.0,102716.0,white,black,american road leasing inc,10050.0,12250.0,Wed,Dec,2014.0
3047,Ford,F-150,XLT,SuperCab,automatic,ca,34.0,98129.0,gold,beige,century dealer services corp,6225.0,9000.0,Wed,Dec,2014.0
3268,Ford,F-150,XLT,SuperCrew,automatic,ca,21.0,107040.0,black,gray,redline remarketing,9200.0,8800.0,Wed,Jan,2015.0
3275,Ford,F-150,Lariat,SuperCrew,automatic,ca,39.0,92699.0,red,gray,california fleet inc,10600.0,12300.0,Thu,Dec,2014.0
3304,Ford,F-150,XLT,SuperCrew,automatic,ca,22.0,130188.0,burgundy,beige,alliance motor cars,8050.0,6600.0,Thu,Dec,2014.0
3306,Ford,F-150,Lariat,SuperCrew,automatic,ca,35.0,96321.0,gray,tan,high bid trading co inc,7275.0,13100.0,Wed,Dec,2014.0
3318,Ford,F-150,Lariat,SuperCrew,automatic,ca,26.0,153708.0,silver,gray,imans imports,9775.0,8500.0,Tue,Jan,2015.0
3359,Ford,F-150,FX4,SuperCrew,automatic,ca,25.0,69330.0,burgundy,gray,green land cars,14100.0,12900.0,Tue,Dec,2014.0
3393,Ford,F-150,XLT,SuperCrew,automatic,ca,27.0,146274.0,gray,beige,s/s auto wholesale,7300.0,5900.0,Wed,Dec,2014.0
3395,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,107563.0,gray,gray,wells fargo dealer services,9125.0,10000.0,Thu,Dec,2014.0
3403,Ford,F-150,XL,Regular Cab,manual,ca,23.0,96608.0,blue,gray,worthington ford,4725.0,4900.0,Wed,Dec,2014.0
3571,Ford,F-150,XLT,SuperCrew,automatic,ca,47.0,15671.0,white,tan,remarketing by ge/xpress rent a car,28000.0,25500.0,Tue,Dec,2014.0
3577,Ford,F-150,XLT,SuperCrew,automatic,ca,3.0,20643.0,gray,gray,remarketing by ge/chase lease remarketing co,23000.0,23250.0,Wed,Dec,2014.0
3639,Ford,F-150,XLT,SuperCrew,automatic,ca,42.0,20434.0,white,gray,enterprise veh exchange/rental,28200.0,29000.0,Thu,Dec,2014.0
3649,Ford,F-150,XLT,SuperCrew,automatic,ca,3.0,17076.0,red,gray,remarketing by ge/chase lease remarketing co,23600.0,23500.0,Wed,Dec,2014.0
3683,Ford,F-150,STX,SuperCab,automatic,ca,2.0,190927.0,orange,gray,lease plan usa/tra,3825.0,3000.0,Wed,Feb,2015.0
3731,Ford,F-150,XLT,SuperCab,automatic,ca,3.0,203750.0,red,beige,wells fargo dealer services,3775.0,1800.0,Tue,Dec,2014.0
3735,Ford,F-150,XLT,SuperCrew,automatic,ca,35.0,132189.0,green,beige,stg auto group,7300.0,6500.0,Wed,Dec,2014.0
3748,Ford,F-150,FX4,SuperCrew,automatic,ca,37.0,140251.0,blue,black,clear view systems,9175.0,7100.0,Tue,Dec,2014.0
3972,Ford,F-150,XLT,SuperCrew,automatic,ca,36.0,158597.0,black,gray,david wilsons ford of orange,5575.0,5300.0,Wed,Jan,2015.0
3995,Ford,F-150,XL,SuperCab,automatic,ca,2.0,98430.0,white,gray,enterprise veh exchange/rental,8600.0,5300.0,Wed,Dec,2014.0
4040,Ford,F-150,XLT,SuperCrew,automatic,ca,19.0,127672.0,white,gray,remarketing by ge/manheim southern california,6600.0,6300.0,Fri,Dec,2014.0
4087,Ford,F-150,XLT,SuperCrew,automatic,ca,42.0,62583.0,white,gray,acura of riverside,7225.0,8000.0,Tue,Dec,2014.0
4139,Ford,F-150,King Ranch,SuperCrew,automatic,ca,26.0,116813.0,black,gray,apexcars net,8250.0,9800.0,Wed,Dec,2014.0
4185,Ford,F-150,XLT,SuperCrew,automatic,ca,32.0,113104.0,blue,silver,repo remarketing/bay fcu,4900.0,5100.0,Wed,Dec,2014.0
4287,Ford,F-150,XLT,SuperCab,automatic,ca,36.0,177914.0,silver,gray,jimmie johnson kearny mesa chevrolet,2375.0,2600.0,Tue,Dec,2014.0
4413,Ford,F-150,XLT,Extended Cab,automatic,ca,22.0,137905.0,white,gray,worthington ford,2875.0,1900.0,Wed,Dec,2014.0
5536,Ford,F-150,XLT,SuperCrew,automatic,ca,42.0,32128.0,white,gray,enterprise veh exchange/rental,25600.0,25000.0,Thu,Dec,2014.0
5569,Ford,F-150,FX2,SuperCrew,automatic,ca,37.0,45776.0,gray,black,bmw alphera/alphera financial services,29200.0,24500.0,Wed,Dec,2014.0
5639,Ford,F-150,XL,Regular Cab,automatic,ca,3.0,19641.0,white,gray,hemborg ford,16650.0,14100.0,Thu,Jan,2015.0
5642,Ford,F-150,XLT,SuperCrew,automatic,ca,49.0,3050.0,gold,beige,ford motor credit company llc,25400.0,27600.0,Thu,Dec,2014.0
5651,Ford,F-150,Limited,SuperCrew,automatic,ca,46.0,13975.0,red,red,certified preowned ford&lincoln/mercury dlr unit,38800.0,40000.0,Thu,Dec,2014.0
5665,Ford,F-150,XLT,SuperCab,automatic,ca,44.0,17217.0,beige,tan,jpmorgan chase bank n.a.,20800.0,21750.0,Thu,Dec,2014.0
5726,Ford,F-150,XLT,SuperCrew,automatic,ca,43.0,36423.0,gray,gray,the motor car group inc,23500.0,24250.0,Thu,Dec,2014.0
5840,Ford,F-150,XLT,SuperCrew,automatic,ca,43.0,45141.0,red,gray,myrddin fleet services,23600.0,24500.0,Thu,Dec,2014.0
5865,Ford,F-150,XLT,SuperCrew,automatic,ca,43.0,140705.0,brown,gray,mossy ford,17550.0,13250.0,Wed,Dec,2014.0
5955,Ford,F-150,FX2,SuperCrew,automatic,ca,28.0,77063.0,black,black,remarketing by ge/manheim southern california,18100.0,14600.0,Thu,Jan,2015.0
6341,Ford,F-150,Lariat,SuperCrew,automatic,ca,36.0,116402.0,gray,black,billotti auto sales,9200.0,10800.0,Tue,Dec,2014.0
6411,Ford,F-150,Lariat,SuperCab,automatic,ca,41.0,72644.0,black,beige,rally cad chev pont gmc hyundai buick,9850.0,12250.0,Wed,Dec,2014.0
6421,Ford,F-150,Lariat,SuperCrew,automatic,ca,35.0,108165.0,white,beige,onemain rem/manheim southern california,8375.0,8400.0,Thu,Dec,2014.0
6510,Ford,F-150,XLT,SuperCrew,automatic,ca,22.0,182687.0,blue,gray,lobel financial corp,3500.0,3800.0,Thu,Dec,2014.0
6626,Ford,F-150,XL,Regular Cab,automatic,ca,2.0,131145.0,blue,gray,lithia ford lincoln of fresno,2300.0,700.0,Thu,Dec,2014.0
8024,Ford,F-150,XLT,SuperCrew,automatic,mo,4.0,51065.0,red,gray,ford motor credit company,20800.0,17900.0,Tue,Dec,2014.0
8044,Ford,F-150,Lariat,SuperCrew,automatic,fl,46.0,24568.0,blue,black,milford motors inc,25900.0,26500.0,Thu,Dec,2014.0
8075,Ford,F-150,Lariat,SuperCrew,automatic,hi,46.0,19129.0,white,tan,ford motor credit company llc,28300.0,26750.0,Wed,Jan,2015.0
8083,Ford,F-150,XLT,SuperCrew,automatic,ca,4.0,38633.0,gray,gray,ford motor credit company llc pd,21900.0,23500.0,Thu,Jan,2015.0
8089,Ford,F-150,Lariat,SuperCrew,automatic,fl,2.0,23147.0,white,gray,remarketing by ge/west financial acceptance,31500.0,27500.0,Tue,Dec,2014.0
8093,Ford,F-150,XL,SuperCrew,automatic,tx,25.0,64141.0,white,gray,ge fleet services for itself/servicer,15450.0,15000.0,Thu,Jan,2015.0
8101,Ford,F-150,XL,SuperCrew,automatic,tx,36.0,22115.0,silver,gray,autonation ford arlington,19700.0,19000.0,Tue,Dec,2014.0
8113,Ford,F-150,FX2,SuperCrew,automatic,fl,3.0,30992.0,white,black,ford motor credit company llc pd,24500.0,24300.0,Thu,Dec,2014.0
8115,Ford,F-150,XLT,SuperCrew,automatic,tn,39.0,38800.0,blue,gray,sullivan auto group llc,19900.0,21100.0,Wed,Jan,2015.0
8118,Ford,F-150,Lariat,SuperCrew,automatic,ca,49.0,61868.0,white,beige,reliance motors llc,22100.0,22800.0,Thu,Dec,2014.0
8135,Ford,F-150,XLT,SuperCab,automatic,ny,28.0,65806.0,blue,gray,ford motor credit company llc,18900.0,16700.0,Mon,Dec,2014.0
8136,Ford,F-150,XLT,SuperCrew,automatic,mi,38.0,63290.0,white,gray,ford motor credit company llc,22300.0,21600.0,Thu,Dec,2014.0
8137,Ford,F-150,XLT,SuperCrew,automatic,mi,5.0,30134.0,silver,gray,ford motor credit company llc,25900.0,26500.0,Wed,Jan,2015.0
8144,Ford,F-150,Lariat,SuperCrew,automatic,il,42.0,45323.0,red,black,ford motor credit company llc,28500.0,29500.0,Thu,Dec,2014.0
8147,Ford,F-150,Lariat,SuperCrew,automatic,mi,44.0,76572.0,black,black,larry hudson chevrolet buick gmc inc,25000.0,22500.0,Thu,Dec,2014.0
8148,Ford,F-150,Lariat,SuperCrew,automatic,mn,5.0,54107.0,black,black,ford motor credit company llc,27700.0,28900.0,Wed,Jan,2015.0
8149,Ford,F-150,King Ranch,SuperCrew,automatic,ga,4.0,101216.0,white,brown,don jackson chrysler dodge jeep,25300.0,25000.0,Thu,Dec,2014.0
8150,Ford,F-150,STX,SuperCab,automatic,pa,49.0,36796.0,gray,gray,ford motor credit company llc,20400.0,21500.0,Wed,Jan,2015.0
8151,Ford,F-150,XLT,SuperCrew,automatic,mi,47.0,27875.0,black,gray,automobiles paille inc,25900.0,24600.0,Thu,Dec,2014.0
8152,Ford,F-150,XL,SuperCrew,automatic,tx,37.0,131153.0,white,gray,donlen corporation,12300.0,13200.0,Thu,Dec,2014.0
8154,Ford,F-150,XLT,SuperCab,automatic,ga,35.0,134164.0,silver,gray,tdaf remarketing,13750.0,13100.0,Tue,Dec,2014.0
8156,Ford,F-150,XLT,SuperCrew,automatic,mo,44.0,31364.0,black,gray,ford motor credit company llc,24700.0,26300.0,Tue,Dec,2014.0
8157,Ford,F-150,FX4,SuperCrew,automatic,az,24.0,108888.0,gray,black,farm credit leasing exchange inc,19750.0,18100.0,Thu,Dec,2014.0
8159,Ford,F-150,XLT,SuperCrew,automatic,mi,48.0,16876.0,blue,gray,ford motor credit company llc,26300.0,26800.0,Thu,Dec,2014.0
8160,Ford,F-150,XL,Regular Cab,automatic,nv,26.0,52823.0,white,gray,ford motor credit company llc,11300.0,11100.0,Fri,Jan,2015.0
8161,Ford,F-150,XLT,SuperCab,automatic,mo,48.0,24557.0,white,gray,ford motor credit company llc,23600.0,24000.0,Tue,Dec,2014.0
8164,Ford,F-150,STX,SuperCab,automatic,ny,43.0,34955.0,white,gray,ford motor credit company llc,20200.0,21900.0,Mon,Dec,2014.0
8165,Ford,F-150,XLT,SuperCab,automatic,mi,49.0,47700.0,silver,gray,ars-cpo,21900.0,22100.0,Tue,Dec,2014.0
8167,Ford,F-150,XLT,SuperCab,automatic,il,23.0,34067.0,red,gray,ford motor credit company llc,22300.0,19000.0,Thu,Dec,2014.0
8168,Ford,F-150,Lariat,SuperCab,automatic,mi,38.0,36141.0,beige,tan,ford motor credit company llc,25400.0,25300.0,Thu,Dec,2014.0
8169,Ford,F-150,XLT,SuperCrew,automatic,wi,44.0,16589.0,brown,tan,arlington hgts chry dod jeep,27200.0,26250.0,Wed,Jan,2015.0
8173,Ford,F-150,XL,SuperCab,automatic,tx,19.0,67127.0,white,gray,ge fleet services for itself/servicer,11850.0,9500.0,Tue,Dec,2014.0
8175,Ford,F-150,XL,Regular Cab,automatic,tx,2.0,97842.0,white,gray,primeritus remarketing/austin century auto sales,9425.0,8500.0,Wed,Dec,2014.0
8182,Ford,F-150,XLT,SuperCrew,automatic,il,29.0,26738.0,black,gray,ford motor credit company llc,26000.0,23000.0,Thu,Dec,2014.0
8184,Ford,F-150,XLT,SuperCab,automatic,tn,41.0,75682.0,black,black,sullivan auto group llc,15400.0,16600.0,Tue,Dec,2014.0
8186,Ford,F-150,XLT,SuperCrew,automatic,il,19.0,41612.0,black,gray,ford motor credit company llc,24500.0,22100.0,Thu,Dec,2014.0
8191,Ford,F-150,XL,SuperCrew,automatic,tx,38.0,121693.0,white,gray,donlen corporation,13500.0,13300.0,Thu,Dec,2014.0
8195,Ford,F-150,SVT Raptor,SuperCrew,automatic,mn,38.0,40148.0,blue,black,ford-lincoln dealer program,39800.0,39200.0,Tue,Dec,2014.0
8196,Ford,F-150,XLT,SuperCab,automatic,pa,49.0,23590.0,blue,gray,ford-lincoln dealer program,24000.0,25300.0,Wed,Dec,2014.0
8197,Ford,F-150,XLT,SuperCrew,automatic,mn,47.0,36455.0,red,gray,ford-lincoln dealer program,24700.0,25000.0,Wed,Jan,2015.0
8200,Ford,F-150,XLT,SuperCrew,automatic,mi,5.0,21300.0,blue,gray,ford motor credit company llc,25700.0,27100.0,Tue,Dec,2014.0
8204,Ford,F-150,XL,SuperCab,automatic,tx,25.0,160766.0,white,gray,wheels lt,5175.0,7400.0,Thu,Dec,2014.0
8206,Ford,F-150,XLT,SuperCrew,automatic,ut,37.0,81047.0,silver,gray,auto focus inc,20100.0,17600.0,Wed,Jan,2015.0
8207,Ford,F-150,XL,Regular Cab,automatic,tx,1.0,102337.0,white,gray,lease plan usa/tra,11550.0,4800.0,Mon,Dec,2014.0
8209,Ford,F-150,XLT,SuperCrew,automatic,mi,41.0,74445.0,silver,gray,grace motors,21200.0,17500.0,Thu,Dec,2014.0
8210,Ford,F-150,Platinum,SuperCrew,automatic,mi,39.0,68380.0,white,gray,larry hudson chevrolet buick gmc inc,27200.0,26300.0,Thu,Dec,2014.0
8211,Ford,F-150,XL,Regular Cab,automatic,hi,38.0,31857.0,red,gray,ari,13050.0,10750.0,Wed,Jan,2015.0
8212,Ford,F-150,XLT,SuperCab,automatic,il,38.0,23959.0,red,gray,ford motor credit company llc,23400.0,23700.0,Thu,Dec,2014.0
8213,Ford,F-150,SVT Raptor,SuperCrew,automatic,tn,48.0,71196.0,white,black,gateway ford lincoln mazda inc,35300.0,36200.0,Wed,Jan,2015.0
8215,Ford,F-150,Lariat,SuperCrew,automatic,mo,43.0,40901.0,gray,black,ford motor credit company llc,28000.0,27000.0,Tue,Dec,2014.0
8218,Ford,F-150,XL,SuperCrew,automatic,ut,19.0,18235.0,white,gray,remarketing by ge/ge capital solutions,26900.0,17000.0,Wed,Jan,2015.0
8219,Ford,F-150,XLT,SuperCrew,automatic,mi,47.0,33293.0,red,gray,ford motor credit company llc,25100.0,26400.0,Tue,Dec,2014.0
8220,Ford,F-150,FX4,SuperCrew,automatic,mi,43.0,68188.0,gray,black,larry hudson chevrolet buick gmc inc,24700.0,23300.0,Thu,Dec,2014.0
8224,Ford,F-150,XL,SuperCab,automatic,tx,23.0,159141.0,white,gray,wheels lt,6800.0,7700.0,Tue,Dec,2014.0
8225,Ford,F-150,XLT,SuperCrew,automatic,mi,49.0,40421.0,white,gray,ford motor credit company llc,24600.0,26800.0,Tue,Dec,2014.0
8226,Ford,F-150,XLT,SuperCrew,automatic,mi,25.0,66059.0,white,gray,larry hudson chevrolet buick gmc inc,22100.0,20100.0,Thu,Dec,2014.0
8230,Ford,F-150,XLT,SuperCrew,automatic,il,38.0,65184.0,black,gray,ford motor credit company llc,21700.0,19100.0,Thu,Jan,2015.0
8231,Ford,F-150,XLT,SuperCab,automatic,ne,36.0,81544.0,silver,gray,larson motors inc,17950.0,17600.0,Thu,Dec,2014.0
8232,Ford,F-150,XL,SuperCab,automatic,il,39.0,45109.0,gray,gray,ford motor credit company llc,17100.0,19500.0,Thu,Dec,2014.0
8234,Ford,F-150,XL,SuperCab,automatic,tx,35.0,119541.0,white,gray,donlen corporation,11200.0,11100.0,Tue,Dec,2014.0
8236,Ford,F-150,Lariat,SuperCrew,automatic,tx,41.0,53805.0,gold,tan,music city autoplex llc,26600.0,27750.0,Wed,Jan,2015.0
8237,Ford,F-150,XLT,SuperCrew,automatic,mo,44.0,30502.0,blue,gray,ford motor credit company llc,25300.0,25700.0,Tue,Dec,2014.0
8238,Ford,F-150,XLT,SuperCrew,automatic,il,41.0,50471.0,silver,gray,ford motor credit company llc,23600.0,24200.0,Thu,Dec,2014.0
8241,Ford,F-150,Lariat,SuperCrew,automatic,mi,37.0,24221.0,white,gray,larry hudson chevrolet buick gmc inc,33200.0,29900.0,Thu,Dec,2014.0
8243,Ford,F-150,STX,SuperCab,automatic,oh,41.0,50786.0,gray,gray,exceptional motorcar llc,20800.0,19800.0,Tue,Jan,2015.0
8244,Ford,F-150,Lariat,SuperCrew,automatic,ne,42.0,40720.0,black,black,baxter ford inc,29000.0,28300.0,Thu,Dec,2014.0
8245,Ford,F-150,XLT,SuperCrew,automatic,mi,49.0,78555.0,silver,gray,td auto finance,20400.0,19000.0,Thu,Dec,2014.0
8277,Ford,F-150,XLT,SuperCab,automatic,mi,23.0,29618.0,red,gray,runde chevrolet inc,23200.0,19800.0,Thu,Feb,2015.0
10510,Ford,F-150,Lariat,SuperCrew,automatic,mi,32.0,59075.0,white,black,santander consumer,23800.0,22500.0,Thu,Dec,2014.0
10512,Ford,F-150,FX2,SuperCrew,automatic,fl,42.0,98513.0,purple,beige,sell your car here,15300.0,15600.0,Thu,Dec,2014.0
10513,Ford,F-150,FX2,SuperCrew,automatic,wa,23.0,133788.0,black,black,repo remarketing/verity credit union,13550.0,11400.0,Wed,Jan,2015.0
10516,Ford,F-150,FX4,SuperCrew,automatic,mi,49.0,47772.0,red,black,larry hudson chevrolet buick gmc inc,23000.0,23300.0,Thu,Dec,2014.0
10517,Ford,F-150,Lariat,SuperCrew,automatic,pa,39.0,59349.0,white,brown,ford-lincoln dealer program,23900.0,26100.0,Fri,Jan,2015.0
10520,Ford,F-150,Lariat,SuperCrew,automatic,mn,27.0,92046.0,black,black,west coast motor sales & leasing corp,20700.0,18900.0,Thu,Dec,2014.0
10521,Ford,F-150,XLT,SuperCrew,automatic,tx,19.0,117258.0,beige,beige,bank of america,14900.0,12200.0,Tue,Dec,2014.0
10522,Ford,F-150,FX4,SuperCrew,automatic,mi,35.0,80196.0,black,black,larry hudson chevrolet buick gmc inc,20400.0,18600.0,Thu,Dec,2014.0
10525,Ford,F-150,XLT,SuperCrew,automatic,mi,42.0,76915.0,burgundy,tan,ars-cpo,16550.0,15700.0,Thu,Dec,2014.0
10527,Ford,F-150,XLT,SuperCrew,automatic,ga,39.0,49254.0,black,gray,wells fargo dealer services,18350.0,19900.0,Thu,Dec,2014.0
10530,Ford,F-150,XLT,SuperCrew,automatic,wi,36.0,29168.0,gray,gray,new look enterprises inc,20600.0,21000.0,Wed,Jan,2015.0
10531,Ford,F-150,FX4,SuperCrew,automatic,in,29.0,95975.0,gray,gray,park fcu,18950.0,15400.0,Thu,Dec,2014.0
10532,Ford,F-150,XLT,SuperCrew,automatic,tx,22.0,111346.0,blue,gray,mid city mcandrew motors,14000.0,12200.0,Thu,Dec,2014.0
10535,Ford,F-150,SVT Raptor,SuperCab,automatic,wa,46.0,81929.0,black,black,progressive remarketing,30300.0,30000.0,Tue,Dec,2014.0
10538,Ford,F-150,XLT,SuperCrew,automatic,mi,36.0,132736.0,white,tan,dean sellers ford,12850.0,9700.0,Thu,Dec,2014.0
10541,Ford,F-150,SVT Raptor,SuperCab,automatic,ut,21.0,70705.0,white,black,salt lake valley chrysler dodge jeep ram,31800.0,27750.0,Wed,Jan,2015.0
10544,Ford,F-150,Harley-Davidson,SuperCrew,automatic,sc,43.0,75446.0,black,brown,jim hudson ford,23900.0,23900.0,Tue,Dec,2014.0
10545,Ford,F-150,XLT,SuperCab,automatic,mi,36.0,75263.0,red,gray,ars-cpo,13650.0,12700.0,Thu,Dec,2014.0
10547,Ford,F-150,Platinum,SuperCrew,automatic,mi,49.0,78782.0,white,brown,kevins marysville auto sales inc,23400.0,25400.0,Thu,Dec,2014.0
10548,Ford,F-150,XLT,SuperCab,automatic,ny,23.0,81424.0,black,gray,five star bank,15650.0,14000.0,Thu,Jan,2015.0
10552,Ford,F-150,XLT,SuperCrew,automatic,ut,33.0,92369.0,white,beige,auto focus inc,17050.0,16000.0,Wed,Jan,2015.0
10554,Ford,F-150,Platinum,SuperCrew,automatic,mn,41.0,71299.0,gray,brown,west coast motor sales & leasing corp,25300.0,20700.0,Thu,Jan,2015.0
10558,Ford,F-150,XLT,SuperCrew,automatic,mi,48.0,53553.0,black,gray,larry hudson chevrolet buick gmc inc,20400.0,20000.0,Thu,Dec,2014.0
10559,Ford,F-150,XLT,SuperCrew,automatic,mi,39.0,88810.0,burgundy,gray,larry hudson chevrolet buick gmc inc,17750.0,16400.0,Thu,Dec,2014.0
10560,Ford,F-150,XL,SuperCab,automatic,tx,29.0,121516.0,white,brown,donlen corporation,11800.0,9400.0,Thu,Dec,2014.0
10561,Ford,F-150,XLT,SuperCrew,automatic,ca,37.0,49780.0,gray,beige,ford motor credit company llc,17700.0,20500.0,Thu,Jan,2015.0
10562,Ford,F-150,Lariat,SuperCrew,automatic,tn,36.0,107160.0,black,tan,wholesale inc # 2,19250.0,21500.0,Tue,Dec,2014.0
10564,Ford,F-150,XLT,SuperCrew,automatic,ut,33.0,71282.0,blue,tan,excell auto center,17650.0,16500.0,Wed,Jan,2015.0
10566,Ford,F-150,XLT,SuperCab,automatic,mi,32.0,32752.0,black,gray,jpmorgan chase bank n.a.,19350.0,17400.0,Thu,Jan,2015.0
10567,Ford,F-150,XLT,SuperCrew,automatic,mi,28.0,57422.0,black,tan,runde chevrolet inc,19000.0,17100.0,Thu,Dec,2014.0
10568,Ford,F-150,King Ranch,SuperCrew,automatic,tx,28.0,68900.0,white,brown,toyota of fort worth,22200.0,20500.0,Thu,Dec,2014.0
10570,Ford,F-150,XLT,SuperCrew,automatic,pa,19.0,54292.0,gray,beige,ford-lincoln dealer program,18700.0,17900.0,Fri,Jan,2015.0
10572,Ford,F-150,XLT,SuperCrew,automatic,tx,36.0,133342.0,white,beige,donlen corporation,14500.0,13300.0,Thu,Dec,2014.0
10573,Ford,F-150,XLT,SuperCrew,automatic,mn,36.0,132238.0,black,tan,select lane,13600.0,13800.0,Thu,Jan,2015.0
10574,Ford,F-150,XLT,SuperCrew,automatic,mi,2.0,120736.0,black,gray,automobiles paille inc,14200.0,11100.0,Thu,Jan,2015.0
10575,Ford,F-150,Harley-Davidson,SuperCrew,automatic,mi,29.0,136758.0,gold,beige,gm financial,12650.0,9200.0,Thu,Dec,2014.0
10578,Ford,F-150,XLT,SuperCrew,automatic,az,37.0,128180.0,white,beige,farm credit leasing exchange inc,13200.0,12100.0,Thu,Dec,2014.0
10580,Ford,F-150,XLT,SuperCrew,automatic,fl,37.0,23158.0,black,gray,grow financial fcu,20000.0,21700.0,Thu,Dec,2014.0
10582,Ford,F-150,FX2,SuperCrew,automatic,nc,28.0,229118.0,white,tan,ge fleet services for itself/servicer,6575.0,7700.0,Tue,Dec,2014.0
10584,Ford,F-150,Lariat,SuperCrew,automatic,nv,39.0,28180.0,black,beige,team ford lincoln,26200.0,27000.0,Fri,Dec,2014.0
10586,Ford,F-150,Lariat,SuperCrew,automatic,ne,23.0,140204.0,burgundy,tan,dewey ford,16100.0,13200.0,Thu,Dec,2014.0
10588,Ford,F-150,XLT,SuperCrew,automatic,wi,32.0,186676.0,silver,beige,fleet lease disposal,12150.0,11500.0,Tue,Dec,2014.0
10589,Ford,F-150,XLT,SuperCrew,automatic,ut,25.0,43252.0,red,tan,excell auto center,21100.0,17000.0,Wed,Dec,2014.0
10590,Ford,F-150,XLT,SuperCab,automatic,mi,34.0,54263.0,black,tan,grace motors,18350.0,16500.0,Thu,Jan,2015.0
10591,Ford,F-150,XLT,SuperCab,automatic,nj,34.0,166148.0,gray,beige,all american ford/subaru,11050.0,12050.0,Wed,Jan,2015.0
10592,Ford,F-150,XLT,SuperCrew,automatic,nv,36.0,65463.0,red,gray,ford motor credit company llc,16750.0,14700.0,Fri,Dec,2014.0
