,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
8,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,ca,42.0,9557.0,white,black,audi mission viejo,32100.0,32250.0,Thu,Dec,2014.0
10,Audi,A6,3.0T Prestige quattro,Sedan,automatic,ca,48.0,14414.0,black,black,desert auto trade,47300.0,49750.0,Tue,Dec,2014.0
16,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,ca,49.0,7983.0,white,black,audi north scottsdale,37100.0,40000.0,Thu,Dec,2014.0
22,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,49.0,5826.0,gray,black,audi north scottsdale,24000.0,23750.0,Thu,Dec,2014.0
30,Audi,SQ5,3.0T Premium Plus quattro,SUV,automatic,ca,42.0,9606.0,white,black,audi of downtown l a,48600.0,47500.0,Thu,Jan,2015.0
32,Audi,S5,Premium Plus quattro,Coupe,automatic,ca,38.0,5875.0,black,black,fratelli investment group,46500.0,44500.0,Thu,Dec,2014.0
58,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,2.0,31.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,24200.0,17300.0,Tue,Dec,2014.0
64,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,5.0,1906.0,gray,black,audi north scottsdale,24100.0,25750.0,Thu,Dec,2014.0
67,Audi,A8,L 3.0T quattro,Sedan,automatic,ca,43.0,32918.0,black,black,audi west covina,62000.0,50000.0,Tue,Dec,2014.0
79,Audi,TTS,quattro,Coupe,automatic,ca,28.0,3996.0,silver,black,fratelli investment group,41400.0,34250.0,Thu,Dec,2014.0
718,Audi,S4,Premium Plus quattro,Sedan,automatic,ca,28.0,13044.0,black,black,fratelli investment group,37800.0,35250.0,Thu,Dec,2014.0
719,Audi,A7,Premium quattro,Sedan,automatic,ca,33.0,36671.0,black,black,south bay hyundai,39300.0,40500.0,Tue,Dec,2014.0
726,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,38.0,32737.0,white,black,porsche of downtown la,25000.0,26500.0,Thu,Dec,2014.0
758,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,41.0,33856.0,white,black,aaero sweet company,24700.0,27000.0,Tue,Dec,2014.0
788,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,38.0,15193.0,black,black,high bid trading co inc,22900.0,24250.0,Thu,Dec,2014.0
796,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,36.0,13936.0,black,black,ars/executive car leasing co,33900.0,33100.0,Thu,Dec,2014.0
804,Audi,R8,4.2 quattro,Coupe,automatic,ca,39.0,11740.0,gray,black,the hertz corporation,91000.0,91000.0,Wed,Feb,2015.0
811,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,42.0,44002.0,black,black,trade in solutions irvine,28400.0,30000.0,Tue,Jan,2015.0
829,Audi,S5,Premium Plus quattro,Coupe,automatic,ca,37.0,22938.0,black,black,high bid trading co inc,35700.0,36500.0,Thu,Dec,2014.0
830,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,ca,41.0,38750.0,black,black,high bid trading co inc,31800.0,31250.0,Thu,Dec,2014.0
836,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,41.0,47513.0,white,brown,fratelli investment group,28500.0,28750.0,Thu,Dec,2014.0
841,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,38.0,39272.0,blue,black,california auto exchange,19500.0,20250.0,Wed,Dec,2014.0
844,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,38.0,48158.0,blue,gray,fratelli investment group,18650.0,19500.0,Thu,Dec,2014.0
1577,Audi,A4,2.0T Premium,Sedan,automatic,ca,26.0,34058.0,black,black,high bid trading co inc,17100.0,16000.0,Wed,Dec,2014.0
1593,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,26.0,77489.0,white,black,walters auto sales/service inc,18400.0,20250.0,Tue,Dec,2014.0
1616,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,ca,36.0,68316.0,gray,gray,high bid trading co inc,24000.0,25000.0,Thu,Dec,2014.0
1628,Audi,S4,Premium Plus quattro,Sedan,automatic,ca,39.0,34952.0,gray,black,walters auto sales/service inc,26100.0,29250.0,Tue,Dec,2014.0
1679,Audi,S5,3.0T Premium Plus quattro,Convertible,automatic,ca,26.0,35177.0,gray,black,fiserv/usb dealer services northstar exchange,31900.0,29750.0,Thu,Dec,2014.0
1684,Audi,Q5,2.0T Premium quattro,SUV,automatic,ca,48.0,39717.0,white,black,richard j bartlett jr enterprises,25500.0,28500.0,Thu,Dec,2014.0
1739,Audi,A4,2.0T Premium,Sedan,automatic,ca,1.0,42301.0,gray,black,vw credit,16650.0,14100.0,Tue,Dec,2014.0
2282,Audi,A4,2.0T Premium,Sedan,automatic,ca,27.0,38136.0,blue,black,high bid trading co inc,22600.0,22500.0,Thu,Dec,2014.0
2326,Audi,A4,2.0T Premium,Sedan,automatic,ca,24.0,47473.0,black,beige,audi north scottsdale,15250.0,15000.0,Thu,Dec,2014.0
2480,Audi,A3,2.0T quattro,Wagon,automatic,ca,28.0,78254.0,black,black,high bid trading co inc,11800.0,14250.0,Wed,Dec,2014.0
2550,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,29.0,59602.0,silver,black,first investors servicing corp,14350.0,16000.0,Tue,Dec,2014.0
2587,Audi,A4,2.0T Premium,Sedan,automatic,ca,1.0,91671.0,silver,black,vw credit,10050.0,7800.0,Tue,Dec,2014.0
2697,Audi,Q7,3.6 quattro,SUV,automatic,ca,25.0,101633.0,gray,black,santander consumer,12600.0,12300.0,Thu,Dec,2014.0
2705,Audi,TT,3.2 quattro,Hatchback,automatic,ca,38.0,60542.0,black,black,aaero sweet company,17250.0,18300.0,Wed,Dec,2014.0
2710,Audi,A8,L quattro,Sedan,automatic,ca,24.0,146426.0,black,brown,century dealer services corp,10650.0,8000.0,Wed,Jan,2015.0
2786,Audi,S6,quattro,Sedan,automatic,ca,29.0,131245.0,silver,black,bidlane llc,14750.0,17500.0,Tue,Dec,2014.0
2834,Audi,A4,2.0T,Sedan,automatic,ca,29.0,149684.0,white,black,veros credit,3900.0,4400.0,Wed,Dec,2014.0
2862,Audi,A4,2.0T quattro,Sedan,automatic,ca,3.0,107106.0,red,black,high bid trading co inc,6675.0,7100.0,Wed,Dec,2014.0
2894,Audi,A8,quattro,Sedan,automatic,ca,27.0,97059.0,silver,gray,lease remarketing services inc,12650.0,12500.0,Wed,Dec,2014.0
2972,Audi,A4,3.2 quattro,Convertible,automatic,ca,31.0,70984.0,black,black,myrddin fleet services,11050.0,8100.0,Wed,Dec,2014.0
3157,Audi,A6,3.2,Sedan,automatic,ca,3.0,114685.0,blue,brown,buena park honda,6175.0,2800.0,Tue,Dec,2014.0
3182,Audi,A8,L quattro,Sedan,automatic,ca,29.0,85546.0,black,black,auto finance solutions,13000.0,10250.0,Tue,Dec,2014.0
3186,Audi,A4,1.8T,Convertible,automatic,ca,32.0,60586.0,gray,gray,coastal credit llc / jacksonville / orange park,8375.0,5600.0,Wed,Jan,2015.0
3192,Audi,A4,2.0T quattro,Sedan,automatic,ca,3.0,1.0,black,black,axcess financial,8800.0,3100.0,Wed,Feb,2015.0
3196,Audi,A4,2.0T,Sedan,automatic,ca,28.0,120439.0,black,black,myrddin fleet services,5150.0,3800.0,Wed,Dec,2014.0
3246,Audi,A4,2.0T quattro,Sedan,automatic,ca,33.0,123167.0,gray,gray,nvp remarketing,5625.0,6250.0,Tue,Dec,2014.0
3255,Audi,A4,2.0T,Sedan,manual,ca,34.0,178729.0,black,black,california auto exchange,2775.0,3800.0,Wed,Dec,2014.0
3439,Audi,S4,quattro,Convertible,automatic,ca,25.0,59255.0,silver,black,remarketing by ge/manheim san diego,10200.0,9200.0,Tue,Dec,2014.0
3501,Audi,A8,quattro,Sedan,automatic,ca,27.0,156867.0,black,brown,yucca valley ford center,3700.0,5000.0,Tue,Dec,2014.0
3512,Audi,A8,L quattro,Sedan,automatic,ca,34.0,118813.0,black,brown,high bid trading co inc,6625.0,7000.0,Wed,Dec,2014.0
3525,Audi,allroad quattro,Base,Wagon,automatic,ca,19.0,121261.0,blue,black,k & s auto sales,4975.0,2900.0,Tue,Dec,2014.0
3804,Audi,A4,1.8T,Convertible,automatic,ca,2.0,144068.0,white,black,lobel financial corp,2125.0,1100.0,Wed,Dec,2014.0
3821,Audi,A8,L quattro,Sedan,automatic,ca,38.0,132059.0,blue,beige,land rover san jose,5050.0,6100.0,Tue,Dec,2014.0
3840,Audi,A4,1.8T quattro,Sedan,automatic,ca,34.0,136902.0,silver,black,aaero sweet company,3050.0,1800.0,Wed,Dec,2014.0
3867,Audi,A4,1.8T,Convertible,automatic,ca,37.0,81091.0,silver,black,ideal transportation,4050.0,6200.0,Wed,Dec,2014.0
3893,Audi,A4,1.8T,Sedan,automatic,ca,2.0,109915.0,silver,gray,tradewinds remarketing,3350.0,1100.0,Wed,Dec,2014.0
3904,Audi,A4,1.8T,Sedan,automatic,ca,21.0,115302.0,gray,black,myrddin fleet services,3175.0,2500.0,Wed,Dec,2014.0
3917,Audi,A4,1.8T,Convertible,automatic,ca,25.0,164121.0,gray,tan,chaser inc,1500.0,2600.0,Wed,Dec,2014.0
4057,Audi,A4,3.0 quattro,Sedan,automatic,ca,21.0,147523.0,silver,gray,logistics leasing,2050.0,2000.0,Wed,Dec,2014.0
4127,Audi,A4,1.8T,Sedan,automatic,ca,2.0,120830.0,gray,black,800 loan mart,2300.0,800.0,Tue,Dec,2014.0
4191,Audi,A4,3.0 quattro,Sedan,automatic,ca,1.0,127271.0,blue,gray,credit acceptance corp/vrs/southfield,2750.0,600.0,Wed,Dec,2014.0
4237,Audi,S6,Avant quattro,Wagon,automatic,ca,31.0,152904.0,gray,black,audi of downtown l a,5825.0,5000.0,Wed,Dec,2014.0
4269,Audi,S4,quattro,Sedan,automatic,ca,23.0,142299.0,silver,black,california auto exchange,2050.0,1800.0,Wed,Dec,2014.0
4421,Audi,A4,1.8T,Sedan,manual,ca,28.0,203020.0,black,black,california fleet inc,825.0,1600.0,Thu,Dec,2014.0
4457,Audi,A4,1.8T quattro,Sedan,automatic,ca,25.0,181685.0,silver,black,worthington ford,1125.0,800.0,Wed,Dec,2014.0
5170,Audi,allroad,Premium quattro,Wagon,automatic,ca,38.0,22496.0,black,black,audi mission viejo,29300.0,28250.0,Thu,Dec,2014.0
5197,Audi,A4,2.0T Premium,Sedan,automatic,ca,37.0,45583.0,black,black,fratelli investment group,19950.0,20000.0,Thu,Dec,2014.0
5214,Audi,S6,Prestige,Sedan,automatic,ca,23.0,10464.0,black,black,fratelli investment group,48100.0,43500.0,Thu,Dec,2014.0
5224,Audi,A5,2.0T Premium Plus quattro,Convertible,automatic,ca,35.0,24548.0,black,beige,high bid trading co inc,32600.0,30500.0,Thu,Dec,2014.0
5238,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,ca,34.0,27698.0,black,black,prestige chrysler jeep dodge,29600.0,28000.0,Tue,Jan,2015.0
5240,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,ca,37.0,16456.0,black,black,fratelli investment group,31000.0,31000.0,Thu,Dec,2014.0
5290,Audi,Q7,3.0T Premium Plus quattro,SUV,automatic,ca,41.0,76543.0,gray,black,enterprise vehicle exchange/orange,36400.0,31000.0,Tue,Dec,2014.0
5313,Audi,Q7,3.0T Premium Plus quattro,SUV,automatic,ca,42.0,20431.0,blue,black,jn group inc,41500.0,39750.0,Thu,Feb,2015.0
5672,Audi,A6,3.0T Prestige quattro,Sedan,automatic,ca,39.0,35497.0,white,beige,walters auto sales/service inc,48500.0,44500.0,Thu,Dec,2014.0
5676,Audi,RS 7,Prestige quattro,Sedan,automatic,ca,5.0,6526.0,black,black,kawo int'l inc,101000.0,105000.0,Thu,Dec,2014.0
5685,Audi,Q5,2.0T Premium quattro,SUV,automatic,ca,47.0,54590.0,white,black,century dealer services corp,23000.0,26000.0,Wed,Dec,2014.0
5687,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,38.0,23783.0,black,black,high bid trading co inc,32100.0,32250.0,Thu,Dec,2014.0
5689,Audi,Q7,3.0T Premium quattro,SUV,automatic,ca,31.0,25728.0,black,black,high bid trading co inc,35300.0,35750.0,Thu,Dec,2014.0
5694,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,31.0,51262.0,white,black,fratelli investment group,20900.0,23000.0,Wed,Dec,2014.0
5699,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,41.0,20909.0,black,beige,fratelli investment group,45200.0,46750.0,Thu,Dec,2014.0
5700,Audi,Q7,3.0T Premium quattro,SUV,automatic,ca,33.0,41751.0,silver,black,fratelli investment group,37500.0,36500.0,Thu,Dec,2014.0
5701,Audi,A5,2.0T Premium quattro,Coupe,automatic,ca,28.0,32105.0,black,black,high bid trading co inc,25100.0,24250.0,Thu,Dec,2014.0
5706,Audi,A7,Premium quattro,Sedan,automatic,ca,46.0,31082.0,gray,black,land rover newport beach,40800.0,41250.0,Thu,Dec,2014.0
5708,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,48.0,45171.0,gray,brown,high bid trading co inc,28300.0,30250.0,Thu,Dec,2014.0
5824,Audi,S5,3.0T Premium Plus quattro,Convertible,automatic,ca,42.0,36334.0,gray,black,fiserv/usb dealer services northstar exchange,31600.0,31500.0,Thu,Dec,2014.0
5829,Audi,A4,2.0T Premium,Sedan,automatic,ca,28.0,26345.0,black,black,skyhigh remarketing inc,17550.0,17250.0,Wed,Dec,2014.0
5838,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,37.0,59328.0,white,black,mckenna audi/mckenna bmw,15550.0,18400.0,Thu,Dec,2014.0
5907,Audi,Q7,3.6 Premium quattro,SUV,automatic,ca,29.0,73259.0,brown,beige,walters auto sales/service inc,24700.0,25000.0,Tue,Jan,2015.0
5991,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,34.0,75451.0,black,black,the car exchange,12700.0,11500.0,Wed,Jan,2015.0
6017,Audi,A4,2.0T,Sedan,automatic,ca,34.0,74001.0,gray,black,san diego sports cars,9025.0,9750.0,Wed,Dec,2014.0
6104,Audi,A4,2.0T,Sedan,automatic,ca,36.0,83499.0,black,black,santander consumer,7000.0,9000.0,Thu,Dec,2014.0
6105,Audi,A4,2.0T,Sedan,automatic,ca,34.0,92921.0,gray,gray,stg auto group,6575.0,8400.0,Wed,Dec,2014.0
6110,Audi,A4,2.0T,Sedan,automatic,ca,22.0,76014.0,black,black,cerritos nissan,7375.0,5800.0,Wed,Dec,2014.0
6117,Audi,A6,4.2 quattro,Sedan,automatic,ca,34.0,97827.0,black,black,san diego sports cars,7450.0,12750.0,Wed,Dec,2014.0
6299,Audi,A4,3.2 quattro,Sedan,automatic,ca,34.0,105506.0,black,black,high bid trading co inc,4075.0,7000.0,Wed,Dec,2014.0
6318,Audi,A4,2.0T quattro,Sedan,automatic,ca,28.0,98814.0,blue,black,premium auto wholesale,5725.0,6400.0,Thu,Dec,2014.0
6395,Audi,S4,quattro,Sedan,automatic,ca,41.0,129549.0,gray,black,huntington beach ford,5300.0,4900.0,Wed,Dec,2014.0
6407,Audi,A6,2.7T S-Line quattro,Sedan,automatic,ca,2.0,105694.0,silver,black,dt credit corporation,4400.0,1300.0,Thu,Dec,2014.0
6552,Audi,TT,180hp,Convertible,manual,ca,35.0,86280.0,blue,black,century dealer services corp,5400.0,5400.0,Wed,Dec,2014.0
6568,Audi,A4,1.8T,Sedan,manual,ca,29.0,110516.0,black,gray,aaero sweet company,2500.0,2900.0,Wed,Dec,2014.0
6611,Audi,A4,1.8T quattro,Sedan,automatic,ca,25.0,135860.0,green,beige,american road leasing inc,1650.0,1600.0,Wed,Jan,2015.0
6680,Audi,RS 5,quattro,Coupe,automatic,ca,49.0,28238.0,red,gray,high bid trading co inc,56900.0,57250.0,Thu,Dec,2014.0
6682,Audi,A4,2.0T Premium,Sedan,automatic,ca,36.0,22768.0,white,tan,high bid trading co inc,22500.0,22000.0,Wed,Dec,2014.0
6683,Audi,Q7,3.0T Premium Plus quattro,SUV,automatic,ca,37.0,16307.0,black,black,high bid trading co inc,43000.0,39750.0,Thu,Dec,2014.0
6684,Audi,Q7,TDI Prestige quattro,SUV,automatic,ca,36.0,16930.0,black,black,porsche of fresno audi fresno,51800.0,52750.0,Thu,Dec,2014.0
6690,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,ca,41.0,21555.0,white,black,phillips auto brokerage,45300.0,48000.0,Thu,Dec,2014.0
6694,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,48.0,17486.0,black,black,mckenna audi/mckenna bmw,25400.0,25750.0,Thu,Dec,2014.0
6696,Audi,A7,Prestige quattro,Sedan,automatic,ca,24.0,21310.0,white,beige,audi north scottsdale,47800.0,44500.0,Thu,Dec,2014.0
6697,Audi,A4,2.0T Premium Plus,Sedan,automatic,ca,4.0,34246.0,black,black,high bid trading co inc,24100.0,23500.0,Thu,Dec,2014.0
6789,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,47.0,7715.0,gray,black,audi san diego,24000.0,24500.0,Thu,Dec,2014.0
6795,Audi,A3,1.8 TFSI Premium,Sedan,automatic,va,45.0,13060.0,black,black,suntrust bank public,23900.0,22400.0,Thu,Dec,2014.0
7272,Audi,A4,2.0T Avant Premium quattro,Wagon,automatic,az,27.0,50897.0,white,black,findlay toyota flagstaff,20600.0,15500.0,Thu,Dec,2014.0
7273,Audi,Q5,2.0T Premium quattro,SUV,automatic,ne,39.0,64466.0,gray,gray,eckley auto brokers inc,19600.0,18700.0,Thu,Dec,2014.0
7277,Audi,A5,2.0T Premium quattro,Convertible,automatic,ne,41.0,12701.0,silver,black,eckley auto brokers inc,28000.0,28000.0,Thu,Dec,2014.0
7280,Audi,A4,2.0T Premium,Sedan,automatic,ga,28.0,44335.0,black,tan,nalley bmw,16650.0,18300.0,Thu,Dec,2014.0
7282,Audi,A3,2.0T Premium,Wagon,automatic,ne,36.0,48642.0,black,black,enterprise vehicle exchange/davenport,15550.0,16000.0,Thu,Dec,2014.0
7290,Audi,S5,3.0T Premium Plus quattro,Convertible,automatic,tx,29.0,54359.0,red,black,vw credit,28200.0,28800.0,Thu,Dec,2014.0
7291,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,il,34.0,37265.0,black,black,mercedes benz of chicago,34200.0,37950.0,Thu,Dec,2014.0
7296,Audi,A4,2.0T Premium quattro,Sedan,automatic,sc,46.0,37063.0,white,black,dab auto world & leasing,23200.0,23900.0,Thu,Dec,2014.0
7299,Audi,A4,2.0T Premium quattro,Sedan,automatic,ga,36.0,83619.0,white,black,lexus of greenville,15450.0,11000.0,Tue,Feb,2015.0
7307,Audi,A6,3.2 Premium,Sedan,automatic,wi,23.0,81754.0,black,brown,wheels exchange llc,17000.0,18100.0,Wed,Dec,2014.0
7308,Audi,A4,2.0T Premium quattro,Sedan,automatic,nj,4.0,75459.0,gray,black,lester glenn buick,16100.0,14900.0,Wed,Dec,2014.0
7321,Audi,A4,2.0T Premium quattro,Sedan,automatic,sc,2.0,25241.0,white,black,hertz/tra,18250.0,11800.0,Thu,Jan,2015.0
7323,Audi,A6,3.0T Premium quattro,Sedan,automatic,il,4.0,31541.0,black,black,mercedes benz of chicago,25200.0,26500.0,Thu,Dec,2014.0
7325,Audi,A5,2.0T Premium quattro,Coupe,automatic,fl,28.0,57641.0,white,brown,best car financial inc,21400.0,20200.0,Fri,Dec,2014.0
7328,Audi,Q5,2.0T Premium quattro,SUV,automatic,nj,29.0,88665.0,blue,brown,audi of smithtown,18850.0,19700.0,Wed,Dec,2014.0
7329,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,42.0,88348.0,black,black,prestige motorcar imports inc,16700.0,16000.0,Tue,Dec,2014.0
7335,Audi,A4,2.0T Premium quattro,Sedan,manual,pa,43.0,52782.0,black,black,dnl automotive inc,17300.0,19200.0,Thu,Dec,2014.0
7337,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,25.0,28050.0,gray,black,prestige motorcar imports inc,28400.0,22200.0,Thu,Jan,2015.0
10042,Audi,A4,2.0T Premium quattro,Sedan,automatic,tx,37.0,67421.0,red,black,vw credit  inc/pilot,14150.0,14400.0,Thu,Dec,2014.0
10074,Audi,A4,2.0T Premium quattro,Sedan,automatic,il,29.0,31445.0,gray,black,mercedes benz of chicago,19950.0,19400.0,Thu,Dec,2014.0
10078,Audi,A4,2.0T Premium,Sedan,automatic,fl,46.0,46120.0,silver,black,lauderdale infiniti,14350.0,16600.0,Fri,Dec,2014.0
10094,Audi,A4,2.0T Premium quattro,Sedan,automatic,il,38.0,32372.0,black,black,mercedes benz of chicago,19850.0,20600.0,Thu,Dec,2014.0
10095,Audi,Q5,3.2 Premium quattro,SUV,automatic,il,42.0,70573.0,gray,black,mercedes benz of chicago,20300.0,20700.0,Thu,Dec,2014.0
10096,Audi,A4,2.0T Premium quattro,Sedan,manual,nj,24.0,1.0,black,black,wells fargo dealer services-tra,19300.0,5500.0,Wed,Jan,2015.0
11368,Audi,A5,quattro,Coupe,manual,pa,19.0,168454.0,black,black,j magnone auto group llc,12800.0,10900.0,Fri,Feb,2015.0
11380,Audi,A4,2.0T Premium quattro,Sedan,automatic,ny,34.0,66158.0,gray,black,ford-lincoln dealer program,12200.0,12200.0,Wed,Jan,2015.0
11385,Audi,A4,2.0T quattro,Convertible,automatic,tx,49.0,62567.0,blue,tan,woodhouse ford inc,14350.0,15700.0,Thu,Jan,2015.0
11393,Audi,A6,3.0T quattro,Sedan,automatic,il,41.0,85963.0,white,tan,mercedes benz of chicago,14250.0,15600.0,Thu,Dec,2014.0
11412,Audi,A8,L quattro,Sedan,automatic,ca,36.0,85581.0,purple,black,ubs wholesale,20900.0,20750.0,Thu,Dec,2014.0
11414,Audi,Q7,3.6 quattro,SUV,automatic,nc,38.0,63937.0,black,beige,myrddin fleet services,19100.0,18700.0,Mon,Dec,2014.0
11423,Audi,R8,quattro,Coupe,automatic,ca,49.0,19422.0,silver,red,mckenna audi/mckenna bmw,85000.0,84000.0,Thu,Dec,2014.0
11431,Audi,A6,3.0T quattro,Sedan,automatic,ny,25.0,96015.0,blue,brown,adk auto brokers inc,15200.0,13500.0,Tue,Dec,2014.0
11432,Audi,A4,2.0T Premium quattro,Sedan,automatic,va,32.0,69259.0,blue,gray,brown's manassas kia,12850.0,13100.0,Thu,Dec,2014.0
12647,Audi,A4,2.0T quattro,Sedan,manual,fl,27.0,92982.0,silver,black,courtesy palm harbor honda,8700.0,9300.0,Thu,Dec,2014.0
12654,Audi,A4,2.0T quattro,Sedan,automatic,md,31.0,79039.0,silver,black,sheehy ford ashland,9225.0,7700.0,Tue,Dec,2014.0
12665,Audi,A4,2.0T,Sedan,automatic,ga,5.0,75605.0,black,black,young motors llc,8700.0,9800.0,Thu,Dec,2014.0
12669,Audi,A4,2.0T,Convertible,automatic,tx,24.0,154337.0,gray,gray,vw credit,7675.0,4000.0,Thu,Dec,2014.0
12676,Audi,A4,2.0T quattro,Sedan,automatic,il,35.0,74396.0,blue,beige,mercedes benz of chicago,10100.0,9100.0,Thu,Dec,2014.0
12708,Audi,A6,3.2 quattro,Sedan,automatic,wi,26.0,140459.0,black,black,harry kaufmann motor cars inc,7300.0,7600.0,Wed,Jan,2015.0
12723,Audi,TT,3.2 quattro,Convertible,automatic,nc,44.0,43476.0,silver,gray,remarketing by ge/nextgear capital,19000.0,20000.0,Mon,Dec,2014.0
12731,Audi,Q7,3.6 Premium quattro,SUV,automatic,nc,29.0,95540.0,black,black,allegacy fcu,14600.0,12400.0,Tue,Jan,2015.0
12739,Audi,Q7,4.2 Premium quattro,SUV,automatic,tx,4.0,43425.0,silver,black,music city autoplex llc,21700.0,25100.0,Wed,Jan,2015.0
12750,Audi,Q7,3.6 Premium quattro,SUV,automatic,fl,28.0,74154.0,black,gray,elder ford of tampa,17650.0,16800.0,Thu,Dec,2014.0
12754,Audi,S5,quattro,Coupe,manual,il,41.0,57666.0,gray,red,mercedes benz of chicago,25400.0,26000.0,Thu,Dec,2014.0
12757,Audi,A6,3.2 quattro,Sedan,automatic,fl,27.0,50188.0,blue,beige,prestige motorcar imports inc,14700.0,10500.0,Thu,Jan,2015.0
12770,Audi,Q7,3.6 Premium quattro,SUV,automatic,tx,28.0,83643.0,gray,black,bank of america,16200.0,14900.0,Tue,Jan,2015.0
14541,Audi,A4,2.0T quattro,Sedan,automatic,nj,26.0,65304.0,blue,tan,black tie classics llc,9800.0,8600.0,Wed,Jan,2015.0
14566,Audi,A4,2.0T quattro,Sedan,automatic,nj,23.0,96664.0,blue,tan,paramus ford inc,7300.0,5400.0,Wed,Dec,2014.0
14569,Audi,Q7,3.6 Premium quattro,SUV,automatic,fl,33.0,81177.0,blue,beige,the collection,13800.0,16000.0,Thu,Dec,2014.0
14570,Audi,Q7,3.6 Premium quattro,SUV,automatic,il,2.0,85159.0,white,tan,ally,13550.0,14200.0,Thu,Dec,2014.0
14572,Audi,A4,2.0T,Sedan,automatic,fl,3.0,94162.0,black,black,expert auto group inc,6550.0,7300.0,Thu,Dec,2014.0
14581,Audi,A4,2.0T,Sedan,automatic,fl,36.0,71132.0,black,black,prestige motorcar imports inc,7625.0,8600.0,Thu,Dec,2014.0
14582,Audi,A6,3.2,Sedan,automatic,nv,29.0,105806.0,blue,black,kapitolia auto llc,7975.0,8500.0,Fri,Dec,2014.0
14590,Audi,A4,2.0T,Sedan,automatic,fl,22.0,69764.0,black,black,d&a fine cars,7550.0,7500.0,Fri,Jan,2015.0
14592,Audi,A4,2.0T,Convertible,automatic,ga,37.0,106647.0,black,tan,one source autos inc,6775.0,6300.0,Thu,Dec,2014.0
14602,Audi,S8,quattro,Sedan,automatic,ca,38.0,69345.0,black,gray,ferrari & maserati of san diego,26000.0,21300.0,Thu,Dec,2014.0
14659,Audi,Q7,4.2 Premium quattro,SUV,automatic,fl,24.0,109981.0,gray,black,capital bank,12700.0,6000.0,Wed,Feb,2015.0
16521,Audi,A4,2.0T quattro,Sedan,manual,pa,22.0,145861.0,black,black,j magnone auto group llc,4775.0,4500.0,Tue,Dec,2014.0
16524,Audi,A4,2.0T quattro,Sedan,manual,nc,32.0,139580.0,red,black,primeritus remarketing/cci,4775.0,5100.0,Mon,Dec,2014.0
16525,Audi,A4,2.0T quattro,Sedan,automatic,mi,47.0,111980.0,silver,black,kevins marysville auto sales inc,6300.0,6900.0,Thu,Dec,2014.0
16530,Audi,A4,2.0T quattro,Sedan,automatic,fl,27.0,213790.0,gray,black,audi pembroke pines,2775.0,3000.0,Fri,Dec,2014.0
16554,Audi,A6,3.2 quattro,Sedan,automatic,fl,19.0,117750.0,black,brown,myrddin fleet services,6925.0,4400.0,Thu,Dec,2014.0
16576,Audi,A4,2.0T,Sedan,automatic,tx,19.0,90910.0,blue,gray,remarketing by ge/midsouth capital lp,5900.0,4500.0,Tue,Dec,2014.0
18358,Audi,A4,2.0T quattro,Sedan,automatic,ny,32.0,110523.0,gray,gray,primeritus remarketing/american airlines,4400.0,3700.0,Wed,Feb,2015.0
18362,Audi,S4,quattro,Sedan,automatic,ny,2.0,148739.0,silver,black,newburgh toyota scion,5350.0,2600.0,Wed,Jan,2015.0
18374,Audi,A4,1.8T quattro,Sedan,automatic,nc,35.0,91446.0,black,gray,crossroads ford of indian trail,5975.0,5000.0,Mon,Dec,2014.0
18387,Audi,A4,3.2 quattro,Sedan,automatic,nv,34.0,125727.0,blue,black,sti remarketing,2875.0,4600.0,Thu,Dec,2014.0
