,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
455597,Audi,A4,1.8T,convertible,automatic,ca,29.0,110704.0,gray,beige,orange coast chrysler jeep dodge,3775.0,4000.0,Wed,Jun,2015.0
455677,Audi,RS 6,quattro,sedan,automatic,mo,43.0,96208.0,blue,black,arch auto sales,12900.0,12100.0,Tue,Jun,2015.0
456263,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,ca,35.0,41643.0,black,black,hoehn motors inc,28200.0,29750.0,Tue,Jun,2015.0
456264,Audi,Q7,3.0T Premium quattro,suv,automatic,ca,43.0,19434.0,silver,black,high bid trading co inc,35100.0,35250.0,Thu,Jun,2015.0
456266,Audi,A4,2.0T Premium Plus quattro,sedan,automatic,ca,35.0,22264.0,blue,beige,desert european motorcars,26300.0,25750.0,Wed,Jun,2015.0
456267,Audi,A5,2.0T Premium Plus quattro,coupe,automatic,nc,22.0,35655.0,black,beige,manheim north carolina,27800.0,27700.0,Tue,Jun,2015.0
456648,Audi,A4,2.0T Premium quattro,sedan,automatic,ca,33.0,63711.0,black,black,audi north scottsdale,17550.0,16250.0,Thu,Jun,2015.0
456825,Audi,A8,4.2 quattro,sedan,automatic,ca,42.0,48124.0,black,beige,caseys cars inc,34900.0,35000.0,Thu,Jun,2015.0
456941,Audi,A5,quattro,coupe,automatic,ca,36.0,43276.0,gray,black,audi north scottsdale,20600.0,22000.0,Thu,Jun,2015.0
456983,Audi,A4,2.0T,sedan,automatic,fl,34.0,87594.0,silver,black,westfall auto sales,6800.0,7600.0,Wed,Jun,2015.0
456985,Audi,Q7,3.6 Premium quattro,suv,automatic,ca,29.0,98241.0,gold,beige,desert european motorcars,13150.0,11750.0,Wed,Jun,2015.0
457260,Audi,SQ5,3.0T Premium Plus quattro,suv,automatic,fl,5.0,3209.0,red,black,anderson motors,46700.0,48800.0,Tue,Jun,2015.0
457271,Audi,A4,2.0T Premium,sedan,automatic,ca,37.0,77178.0,black,black,trade in solutions irvine,10950.0,11750.0,Tue,Jun,2015.0
457286,Audi,A6,3.0T quattro,sedan,automatic,sc,42.0,74747.0,gray,brown,charleston automotive company,13400.0,13000.0,Tue,Jun,2015.0
457455,Audi,A4,1.8T quattro,sedan,manual,ca,2.0,142490.0,gray,black,mckenna motors cerritos inc,2175.0,2300.0,Wed,Jun,2015.0
457577,Audi,Q5,TDI Premium Plus quattro,SUV,automatic,wi,5.0,2908.0,white,black,jpmorgan chase bank n.a.,40600.0,44000.0,Wed,Jun,2015.0
457578,Audi,Q5,TDI Premium Plus quattro,SUV,automatic,ca,44.0,17322.0,silver,black,sixt rent a car llc,40100.0,38800.0,Thu,Jun,2015.0
457598,Audi,Q5,3.2 Premium quattro,suv,automatic,nj,48.0,92379.0,white,tan,top line auto inc,16750.0,17600.0,Tue,Jun,2015.0
457730,Audi,A3,1.8 TFSI Premium,sedan,automatic,ca,5.0,8627.0,white,black,high bid trading co inc,24800.0,25000.0,Thu,Jun,2015.0
457758,Audi,A5,3.2 Premium Plus quattro,coupe,automatic,ca,28.0,91546.0,black,black,jake group,17450.0,15500.0,Tue,Jun,2015.0
457913,Audi,S4,Premium Plus quattro,sedan,automatic,ma,35.0,59914.0,blue,black,audi cape cod,25700.0,26500.0,Tue,Jun,2015.0
458160,Audi,A4,2.0T Avant Premium quattro,wagon,automatic,mn,43.0,43724.0,black,beige,ars/ford-lincoln dealer program,17650.0,19000.0,Wed,Jun,2015.0
458187,Audi,A4,2.0T Premium,sedan,automatic,ca,24.0,78184.0,gray,black,gulliver,11900.0,10500.0,Tue,Jun,2015.0
458209,Audi,A6,3.2 quattro,sedan,automatic,nj,28.0,97814.0,gray,gray,car cash,10350.0,9600.0,Tue,Jun,2015.0
458302,Audi,RS 6,quattro,sedan,automatic,pa,31.0,75150.0,gray,black,reedman toll auto world,14500.0,14000.0,Tue,Jun,2015.0
458424,Audi,A4,2.0T Premium Plus quattro,sedan,automatic,wi,42.0,43119.0,gray,black,robert preussler motors llc,24100.0,24200.0,Wed,Jun,2015.0
458425,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,mn,31.0,44334.0,gray,black,avis corporation,27800.0,26800.0,Wed,Jun,2015.0
458772,Audi,Q5,3.2 Premium Plus quattro,suv,automatic,fl,46.0,25887.0,white,tan,onesource/kendall toyota,31900.0,33200.0,Tue,Jun,2015.0
458966,Audi,A4,2.0T Premium,sedan,automatic,ga,22.0,58875.0,silver,black,cox fleet/wheels,15200.0,14200.0,Thu,Jun,2015.0
459112,Audi,A4,2.0T Premium quattro,sedan,automatic,tx,41.0,65729.0,gray,black,vroom,13850.0,14800.0,Thu,Jun,2015.0
459113,Audi,A4,2.0T Premium quattro,sedan,automatic,nc,35.0,64653.0,black,black,mercedes-benz of south charlotte,15750.0,14400.0,Tue,Jun,2015.0
459226,Audi,Q7,TDI Premium quattro,suv,automatic,mo,33.0,100635.0,black,tan,primeritus remarketing/national auto plaza,20700.0,18100.0,Tue,Jun,2015.0
459292,Audi,A4,2.0T quattro,convertible,automatic,mo,27.0,91469.0,silver,black,performance volkswagen,9575.0,9600.0,Wed,Jun,2015.0
459294,Audi,A4,2.0T Avant quattro,wagon,automatic,tx,28.0,63059.0,silver,black,vroom,11550.0,12400.0,Thu,Jun,2015.0
459409,Audi,A4,2.0T,sedan,automatic,nc,29.0,91365.0,silver,gray,auto spa automotive sales inc,6575.0,6500.0,Tue,Jun,2015.0
459524,Audi,A4,2.0T quattro,sedan,automatic,mn,29.0,70883.0,gray,black,rudy luther toyota,7100.0,8300.0,Wed,Jun,2015.0
459525,Audi,A4,2.0T quattro,sedan,manual,va,25.0,110436.0,blue,black,stream llc dba stream remarketing solutions,5350.0,4300.0,Wed,Jun,2015.0
459526,Audi,A3,2.0T,wagon,automatic,nc,36.0,145671.0,white,beige,hendrick chrysler dodge jeep ram of concord,4850.0,3700.0,Wed,Jun,2015.0
459794,Audi,A6,2.7T quattro,sedan,automatic,mn,29.0,144233.0,blue,gray,rudy luther toyota,1600.0,2100.0,Wed,Jun,2015.0
460057,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,fl,43.0,4895.0,blue,beige,braman motorcars,41500.0,35000.0,Thu,Jun,2015.0
460354,Audi,A4,2.0T Premium,sedan,automatic,fl,38.0,24982.0,gray,gray,braman motorcars,19200.0,19600.0,Thu,Jun,2015.0
460358,Audi,A3,2.0T Premium,Wagon,manual,nj,31.0,101607.0,silver,black,holman automotive grp inc,11650.0,11500.0,Wed,Jun,2015.0
461037,Audi,Q7,TDI Premium quattro,suv,automatic,fl,44.0,69211.0,black,black,auto iq inc,25100.0,28000.0,Tue,Jun,2015.0
461040,Audi,Q5,3.2 Premium quattro,suv,automatic,nc,35.0,103116.0,blue,tan,morris motors inc,17650.0,17500.0,Tue,Jun,2015.0
461042,Audi,R8,4.2 quattro,coupe,automatic,wi,34.0,40284.0,black,black,harry kaufmann motor cars inc,72000.0,74000.0,Wed,Jun,2015.0
461049,Audi,A5,2.0T Premium Plus quattro,coupe,automatic,il,5.0,5200.0,white,gray,st charles chrysler dodge jeep inc,37300.0,38000.0,Thu,Jun,2015.0
461052,Audi,A6,TDI Premium Plus quattro,sedan,automatic,il,44.0,15480.0,black,black,mercedes benz of chicago,41500.0,43000.0,Thu,Jun,2015.0
461184,Audi,S5,quattro,coupe,manual,ga,36.0,75229.0,red,beige,manheim auctions,22500.0,22000.0,Thu,Jun,2015.0
461444,Audi,A4,2.0T quattro,sedan,automatic,pa,2.0,133932.0,blue,black,1 cochran of monroeville,4600.0,3450.0,Wed,Jun,2015.0
461461,Audi,A4,2.0T,convertible,automatic,ca,36.0,61678.0,white,beige,high bid trading co inc,8400.0,9200.0,Wed,Jun,2015.0
461469,Audi,RS 4,quattro,sedan,manual,fl,21.0,69019.0,blue,black,napleton's volkswagen of orlando,29800.0,28200.0,Wed,Jun,2015.0
461473,Audi,A4,2.0T,sedan,automatic,ca,35.0,76669.0,black,black,sullivan luxury cars llc,7325.0,7500.0,Wed,Jun,2015.0
461747,Audi,A6,3.2 quattro,sedan,automatic,ca,28.0,143151.0,white,beige,veros credit,4625.0,3700.0,Wed,Jun,2015.0
461749,Audi,A4,2.0T,sedan,automatic,ca,35.0,106451.0,gray,black,j star fiat & maserati of anaheim hills,3575.0,4500.0,Wed,Jun,2015.0
461766,Audi,A6,3.2 quattro,sedan,automatic,nj,36.0,98288.0,gold,beige,great meadows automotive,6625.0,6200.0,Tue,Jun,2015.0
461860,Audi,A4,1.8T,convertible,automatic,ca,2.0,192478.0,gray,gray,veros credit,1400.0,500.0,Wed,Jun,2015.0
461861,Audi,A6,3,sedan,automatic,ca,25.0,103578.0,gray,black,mckenna volkswagen,1925.0,2500.0,Wed,Jun,2015.0
461868,Audi,A4,1.8T quattro,sedan,automatic,nj,25.0,217396.0,gray,black,j & s auto haus,1425.0,1300.0,Wed,Jun,2015.0
461930,Audi,TT,180hp,coupe,automatic,fl,33.0,106966.0,gray,black,american bank auto liquidators,3450.0,4500.0,Tue,Jun,2015.0
461935,Audi,A4,1.8T quattro,sedan,automatic,pa,27.0,110782.0,silver,black,carl h and ruth auto sales inc,3125.0,2900.0,Tue,Jun,2015.0
462021,Audi,TT,180hp quattro,coupe,manual,az,28.0,93340.0,black,black,pacific funding,4475.0,5400.0,Thu,Jun,2015.0
462500,Audi,A7,Prestige quattro,sedan,automatic,fl,4.0,16981.0,blue,beige,germain bmw of naples,48700.0,46000.0,Tue,Jun,2015.0
462840,Audi,TT,2.0T Premium Plus quattro,coupe,automatic,mo,5.0,17673.0,black,gray,luxury sports & imports,28400.0,28200.0,Tue,Jun,2015.0
462842,Audi,Q7,3.0T Premium quattro,suv,automatic,fl,49.0,50997.0,white,tan,mint motorcars inc,34600.0,35000.0,Tue,Jun,2015.0
462843,Audi,A7,Premium quattro,sedan,automatic,ca,38.0,39260.0,gray,black,audi valencia,39400.0,38000.0,Thu,Jun,2015.0
463033,Audi,Q5,2.0T Premium quattro,suv,automatic,tx,38.0,59165.0,black,black,hopper motorplex inc,23000.0,24400.0,Wed,Jun,2015.0
463175,Audi,A5,2.0T Premium quattro,coupe,automatic,tn,36.0,39021.0,white,black,paul's trading station  llc,23100.0,22000.0,Wed,Jun,2015.0
463228,Audi,Q7,3.0T Premium Plus quattro,suv,automatic,fl,38.0,14515.0,black,gray,summer enterprises of miami inc,43600.0,43600.0,Tue,Jun,2015.0
463229,Audi,A5,2.0T Premium Plus quattro,coupe,automatic,ca,42.0,14780.0,white,black,walters auto sales/service inc,35200.0,36500.0,Thu,Jun,2015.0
463230,Audi,Q7,3.0T S line Prestige quattro,suv,automatic,ca,48.0,21136.0,white,black,vista ford lincoln,49400.0,52250.0,Thu,Jun,2015.0
463231,Audi,A4,2.0T Premium,sedan,automatic,ca,41.0,13545.0,black,black,mckenna audi/mckenna bmw,24500.0,25250.0,Thu,Jun,2015.0
463250,Audi,A5,quattro,coupe,manual,az,37.0,71728.0,blue,black,peoria volkswagen,18800.0,18600.0,Thu,Jun,2015.0
463251,Audi,A4,2.0T Premium quattro,sedan,automatic,tn,4.0,96837.0,silver,gray,ron wilson ford tradewinds inc,10300.0,11200.0,Wed,Jun,2015.0
463255,Audi,S5,quattro,coupe,manual,pa,4.0,53658.0,black,red,adcock brothers inc,25300.0,28900.0,Fri,Jun,2015.0
463312,Audi,A6,3.2 quattro,sedan,automatic,nj,42.0,138496.0,silver,black,j & s auto haus,6600.0,7600.0,Wed,Jun,2015.0
463319,Audi,A6,3.2 quattro,sedan,automatic,mo,2.0,81135.0,black,beige,fenton auto sales,11900.0,13200.0,Tue,Jun,2015.0
463499,Audi,A8,L quattro,sedan,automatic,wa,37.0,97803.0,black,black,acura of seattle,10600.0,12400.0,Wed,Jun,2015.0
463565,Audi,A4,3.0 quattro,convertible,automatic,ca,41.0,43541.0,gray,gray,hoehn honda,9200.0,8500.0,Wed,Jun,2015.0
463639,Audi,A6,2.7T S-Line quattro,sedan,automatic,nm,19.0,140221.0,blue,beige,automotive remarketing inc,3475.0,1000.0,Wed,Jun,2015.0
463696,Audi,A4,3,convertible,automatic,il,29.0,146143.0,black,black,tdaf remarketing,3025.0,2650.0,Tue,Jun,2015.0
463794,Audi,A6,2.8 Avant quattro,wagon,automatic,ma,21.0,157983.0,silver,black,prestige auto mart inc,1375.0,1200.0,Tue,Jun,2015.0
464005,Audi,A4,2.0T Premium quattro,sedan,automatic,ca,29.0,44550.0,black,gray,hoehn motors inc,21500.0,21000.0,Wed,Jun,2015.0
464006,Audi,S4,Premium Plus quattro,sedan,automatic,ca,28.0,47257.0,white,black,rusnak pasadena jaguar sterling pasadena,32600.0,31250.0,Thu,Jun,2015.0
464007,Audi,S4,Prestige quattro,sedan,automatic,ca,42.0,27077.0,black,black,audi valencia,36100.0,37250.0,Thu,Jun,2015.0
464109,Audi,A6,3.0T Premium Plus quattro,sedan,automatic,ca,5.0,3564.0,white,black,high bid trading co inc,46600.0,47000.0,Thu,Jun,2015.0
464262,Audi,A4,2.0T Premium quattro,sedan,automatic,fl,4.0,19760.0,white,black,vw credit,25200.0,24800.0,Tue,Jun,2015.0
464263,Audi,A7,Premium quattro,sedan,automatic,fl,46.0,34013.0,gray,black,summer enterprises of miami inc,41400.0,42600.0,Tue,Jun,2015.0
464264,Audi,A5,2.0T Premium,convertible,automatic,fl,3.0,33186.0,white,black,vw credit,23500.0,23200.0,Tue,Jun,2015.0
464265,Audi,A4,2.0T Premium,sedan,automatic,fl,4.0,41993.0,white,black,vw credit,18000.0,17600.0,Tue,Jun,2015.0
464266,Audi,A8,L 4.2 quattro,sedan,automatic,nj,21.0,49139.0,black,brown,vw credit  inc,38700.0,37000.0,Wed,Jun,2015.0
464269,Audi,A8,L 4.2 quattro,sedan,automatic,nj,2.0,31496.0,black,black,vw credit  inc,42500.0,39800.0,Wed,Jun,2015.0
464270,Audi,A6,3.0T Premium quattro,sedan,automatic,fl,4.0,8890.0,white,tan,vw credit xu ready,31900.0,35400.0,Tue,Jun,2015.0
464620,Audi,R8,5.2 quattro,coupe,automatic,ca,4.0,15362.0,black,red,h j auto group inc,100000.0,98500.0,Thu,Jun,2015.0
464700,Audi,Q5,3.2 Premium quattro,suv,automatic,nj,44.0,101037.0,white,tan,dream cars by bussinger ltd,14550.0,14100.0,Wed,Jun,2015.0
464701,Audi,A4,2.0T Premium quattro,sedan,automatic,nj,35.0,77837.0,gray,black,alexia motors inc,12350.0,12200.0,Wed,Jun,2015.0
464702,Audi,Q7,3.6 quattro,suv,automatic,fl,35.0,104275.0,gray,beige,gateway one lending & finance,14300.0,12300.0,Fri,Jun,2015.0
464705,Audi,A4,2.0T Premium quattro,sedan,automatic,wi,36.0,103404.0,white,tan,robert preussler motors llc,10000.0,12700.0,Wed,Jun,2015.0
464765,Audi,RS 7,Prestige quattro,sedan,automatic,ga,48.0,8474.0,silver,gray,jim ellis,103000.0,102800.0,Thu,Jun,2015.0
464923,Audi,A4,2.0T quattro,sedan,automatic,az,21.0,94291.0,red,black,pacific funding,6275.0,6200.0,Thu,Jun,2015.0
464989,Audi,S4,Avant quattro,Wagon,manual,ca,35.0,121660.0,white,black,aaero sweet corporation,7950.0,8500.0,Wed,Jun,2015.0
465095,Audi,A6,2.7T quattro,sedan,automatic,ca,29.0,108870.0,black,black,national fleet wholesale inc,2400.0,2400.0,Wed,Jun,2015.0
465114,Audi,A6,2.8,sedan,automatic,fl,29.0,109829.0,blue,beige,courtesy hyundai,1125.0,800.0,Thu,Jun,2015.0
465320,Audi,S7,Prestige quattro,sedan,automatic,ca,35.0,22733.0,gray,black,high bid trading co inc,61000.0,62500.0,Thu,Jun,2015.0
465321,Audi,Q7,3.0T S line Prestige quattro,suv,automatic,tx,47.0,31893.0,black,brown,hopper motorplex inc,44200.0,45250.0,Wed,Jun,2015.0
465322,Audi,A4,2.0T Premium quattro,sedan,automatic,nj,19.0,68753.0,black,black,vw credit  inc,19750.0,17400.0,Wed,Jun,2015.0
465800,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,43.0,43107.0,white,tan,prestige audi,24400.0,22400.0,Fri,Jun,2015.0
465802,Audi,A4,2.0T Avant Premium quattro,wagon,automatic,ca,43.0,20828.0,gray,beige,ecars,29100.0,28750.0,Thu,Jun,2015.0
465803,Audi,A4,2.0T Premium,sedan,automatic,fl,39.0,21289.0,white,black,vw credit,21800.0,19800.0,Wed,Jun,2015.0
465809,Audi,S4,Premium Plus quattro,sedan,manual,pa,43.0,95324.0,silver,red,r hollenshead auto sales inc,25300.0,24500.0,Fri,Jun,2015.0
465811,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,39.0,29529.0,white,brown,prestige audi,26400.0,26000.0,Fri,Jun,2015.0
465812,Audi,A4,2.0T Premium,sedan,automatic,fl,39.0,40036.0,white,black,vw credit,20100.0,19400.0,Wed,Jun,2015.0
465813,Audi,A4,2.0T Premium,sedan,automatic,fl,41.0,23100.0,white,black,vw credit xu ready,19400.0,20400.0,Wed,Jun,2015.0
465814,Audi,A5,2.0T Premium,convertible,automatic,fl,19.0,32995.0,white,brown,vw credit,23600.0,19000.0,Wed,Jun,2015.0
465816,Audi,R8,5.2 quattro Spyder,convertible,automatic,fl,38.0,23347.0,black,black,audi north atlanta,110000.0,105000.0,Thu,Jun,2015.0
465817,Audi,A5,2.0T Premium,Convertible,automatic,fl,23.0,33870.0,white,beige,vw credit,25300.0,21600.0,Wed,Jun,2015.0
465819,Audi,A6,3.0T Premium quattro,sedan,automatic,fl,41.0,60548.0,gray,black,vw credit,24800.0,24800.0,Wed,Jun,2015.0
466397,Audi,A8,4.2 quattro,sedan,automatic,tx,43.0,35873.0,gray,gray,audi plano,36900.0,34000.0,Thu,Jun,2015.0
466403,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,41.0,63143.0,black,black,prestige audi,22600.0,21800.0,Fri,Jun,2015.0
466405,Audi,A4,2.0T Premium quattro,sedan,manual,fl,37.0,70292.0,black,black,prestige audi,15500.0,14600.0,Fri,Jun,2015.0
466649,Audi,A4,2.0T Premium quattro,sedan,automatic,wa,29.0,74632.0,black,black,robert larson's hyundai,14350.0,16500.0,Wed,Jun,2015.0
466651,Audi,Q5,3.2 Premium quattro,suv,automatic,wa,45.0,84703.0,black,black,robert larson's hyundai,18200.0,22000.0,Wed,Jun,2015.0
466856,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,43.0,11878.0,black,black,prestige audi,30800.0,30000.0,Fri,Jun,2015.0
466857,Audi,Q7,TDI Prestige quattro,suv,automatic,ca,47.0,18151.0,white,black,chapman performance autos llc,53300.0,55500.0,Thu,Jun,2015.0
466859,Audi,A4,2.0T Premium Plus quattro,sedan,automatic,fl,49.0,14312.0,white,black,vw credit prequalified,31000.0,33000.0,Wed,Jun,2015.0
466972,Audi,A6,3.2 quattro,sedan,automatic,wa,48.0,76141.0,gray,black,robert larson's hyundai,12150.0,13600.0,Wed,Jun,2015.0
466973,Audi,A4,2.0T quattro,sedan,manual,pa,24.0,67592.0,gray,gray,cars in motion ltd,10500.0,11100.0,Fri,Jun,2015.0
467176,Audi,A4,2.0T quattro,sedan,automatic,nj,36.0,122952.0,silver,gray,j & s auto haus,5350.0,4300.0,Wed,Jun,2015.0
467184,Audi,A4,2.0T Avant quattro,wagon,automatic,ne,35.0,78705.0,gray,black,baxter volkswagen,9175.0,9900.0,Thu,Jun,2015.0
467196,Audi,Q7,4.2 quattro,suv,automatic,ga,28.0,92949.0,silver,black,atlanta auto distributors llc,13250.0,14000.0,Thu,Jun,2015.0
467356,Audi,A4,2.0T quattro,sedan,automatic,nc,34.0,110353.0,gray,beige,crossroads nissan of hickory inc,5475.0,7200.0,Mon,Jun,2015.0
467358,Audi,A3,2.0T,wagon,automatic,ca,34.0,83714.0,gray,gray,mercedes benz of foothill ranch,6050.0,8000.0,Wed,Jun,2015.0
467359,Audi,A4,1.8T,convertible,automatic,fl,35.0,72472.0,gray,black,expert auto group inc,7450.0,7500.0,Thu,Jun,2015.0
467361,Audi,A4,3.0 quattro,convertible,automatic,va,36.0,54364.0,blue,gray,shirlie slack mitsubishi,9375.0,9600.0,Thu,Jun,2015.0
467595,Audi,A4,1.8T quattro,sedan,automatic,mi,46.0,100801.0,red,tan,erhard bmw of farmington hills,4200.0,5500.0,Thu,Jun,2015.0
468154,Audi,A4,2.0T Premium quattro,sedan,manual,pa,45.0,13091.0,white,tan,adcock brothers inc,24200.0,24500.0,Fri,Jun,2015.0
468158,Audi,A4,2.0T Premium Plus quattro,sedan,manual,pa,41.0,28728.0,silver,gray,r hollenshead auto sales inc,25500.0,26700.0,Fri,Jun,2015.0
468161,Audi,A5,2.0T Premium Plus quattro,coupe,automatic,ca,37.0,29359.0,white,black,personalized auto group,28600.0,29000.0,Thu,Jun,2015.0
468163,Audi,A5,2.0T Premium Plus quattro,coupe,automatic,pa,45.0,60443.0,silver,black,r hollenshead auto sales inc,24800.0,25600.0,Fri,Jun,2015.0
468164,Audi,A6,2.0T Premium Plus quattro,sedan,automatic,fl,34.0,21199.0,gray,black,prestige audi,32100.0,30700.0,Fri,Jun,2015.0
468165,Audi,A5,2.0T Premium quattro,coupe,automatic,ca,33.0,41853.0,black,black,rusnak westlake audi,25300.0,24500.0,Thu,Jun,2015.0
468166,Audi,A5,2.0T Premium quattro,convertible,automatic,fl,41.0,24425.0,silver,beige,prestige audi,28800.0,27000.0,Fri,Jun,2015.0
468167,Audi,A4,2.0T Premium,sedan,automatic,fl,41.0,34234.0,white,brown,prestige audi,20100.0,21000.0,Fri,Jun,2015.0
468168,Audi,A4,2.0T Premium,sedan,automatic,fl,46.0,16506.0,black,black,prestige audi,21700.0,21500.0,Fri,Jun,2015.0
468179,Audi,Q7,3.0T S line Prestige quattro,suv,automatic,fl,43.0,41576.0,white,gray,prestige audi,42300.0,42500.0,Fri,Jun,2015.0
468180,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,19.0,26036.0,white,black,vw credit,27300.0,22600.0,Wed,Jun,2015.0
468182,Audi,Q7,3.0T Premium Plus quattro,suv,automatic,ca,37.0,35215.0,white,brown,desert european motorcars,37900.0,39500.0,Thu,Jun,2015.0
468183,Audi,Q7,3.0T S line Prestige quattro,suv,automatic,pa,35.0,29419.0,blue,gray,r hollenshead auto sales inc,45100.0,39000.0,Fri,Jun,2015.0
468425,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,5.0,3302.0,black,brown,the collection,33200.0,36800.0,Thu,Jun,2015.0
468426,Audi,A3,1.8 TFSI Premium,sedan,automatic,la,48.0,9229.0,black,black,american auto brokers inc,24800.0,24400.0,Wed,Jun,2015.0
468536,Audi,Q7,3.0T Premium quattro,suv,automatic,fl,42.0,35641.0,blue,beige,the collection,29400.0,31400.0,Thu,Jun,2015.0
468538,Audi,A6,3.0T Premium quattro,sedan,automatic,ca,4.0,36579.0,gray,black,remarketing by ge/manheim riverside,29000.0,28250.0,Thu,Jun,2015.0
468543,Audi,A6,3.0T Premium quattro,sedan,automatic,wa,41.0,36667.0,beige,black,robert larson's hyundai,30400.0,31300.0,Wed,Jun,2015.0
468544,Audi,A4,2.0T Premium quattro,sedan,automatic,fl,42.0,30626.0,gray,black,the collection,19900.0,19000.0,Thu,Jun,2015.0
468802,Audi,A4,2.0T Premium,sedan,automatic,fl,49.0,6299.0,silver,black,the collection,25100.0,25400.0,Thu,Jun,2015.0
468803,Audi,A4,2.0T Premium,sedan,automatic,ca,47.0,25962.0,silver,black,high bid trading co inc,23500.0,23250.0,Wed,Jun,2015.0
468887,Audi,S8,quattro,sedan,automatic,fl,49.0,18734.0,gray,brown,the collection,81000.0,81200.0,Thu,Jun,2015.0
468890,Audi,RS 7,Prestige quattro,sedan,automatic,ca,47.0,1998.0,white,black,chapman performance autos llc,104000.0,104000.0,Thu,Jun,2015.0
468891,Audi,Q5,TDI Premium Plus quattro,suv,automatic,ca,44.0,8392.0,gray,gray,land rover las vegas,41800.0,44250.0,Thu,Jun,2015.0
468892,Audi,A7,Premium Plus quattro,sedan,automatic,fl,5.0,4420.0,black,black,the collection,52700.0,51000.0,Thu,Jun,2015.0
468956,Audi,A4,2.0T,convertible,automatic,ca,33.0,67584.0,black,black,bmw of riverside,13750.0,12750.0,Thu,Jun,2015.0
468961,Audi,A4,2.0T Premium quattro,sedan,automatic,wa,34.0,67832.0,black,tan,robert larson's hyundai,12550.0,14600.0,Wed,Jun,2015.0
469005,Audi,S5,quattro,coupe,automatic,fl,26.0,104949.0,gray,red,meridian remarketing,18150.0,15600.0,Thu,Jun,2015.0
469012,Audi,A6,3.2,sedan,automatic,ca,37.0,85707.0,white,beige,culver city honda,10550.0,12000.0,Wed,Jun,2015.0
469109,Audi,A4,2.0T quattro,sedan,automatic,tx,43.0,58179.0,gray,gray,pro financial inc,9825.0,11100.0,Wed,Jun,2015.0
469113,Audi,A4,2.0T,sedan,automatic,ga,33.0,108094.0,silver,black,nalley bmw,5825.0,5800.0,Thu,Jun,2015.0
469116,Audi,A3,2.0T,wagon,automatic,ca,39.0,58999.0,black,black,high bid trading co inc,9225.0,9800.0,Wed,Jun,2015.0
469117,Audi,A4,2.0T quattro,sedan,manual,pa,3.0,57413.0,black,beige,imports by day inc,9950.0,10700.0,Fri,Jun,2015.0
469118,Audi,A4,2.0T,sedan,automatic,ca,5.0,71739.0,white,beige,california auto wholesale,7550.0,9300.0,Wed,Jun,2015.0
469191,Audi,A3,2.0T,wagon,automatic,ca,44.0,76663.0,gray,gray,california auto wholesale,7975.0,9500.0,Wed,Jun,2015.0
469192,Audi,A6,3.2 quattro,sedan,automatic,wa,29.0,162082.0,silver,black,robert larson's hyundai,4950.0,5900.0,Wed,Jun,2015.0
469193,Audi,A4,1.8T,convertible,automatic,ca,28.0,74123.0,red,black,smith volvo inc,7400.0,7700.0,Wed,Jun,2015.0
469297,Audi,A4,1.8T quattro,sedan,manual,fl,34.0,107219.0,red,black,the collection,4050.0,5700.0,Thu,Jun,2015.0
469368,Audi,A4,2.8 quattro,sedan,automatic,wa,22.0,120836.0,silver,beige,bellevue nissan,2275.0,2500.0,Wed,Jun,2015.0
469535,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,fl,48.0,25130.0,gray,black,the collection,31100.0,30200.0,Thu,Jun,2015.0
469536,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,wa,41.0,25764.0,gray,black,robert larson's hyundai,30600.0,33800.0,Wed,Jun,2015.0
469537,Audi,S4,Premium Plus quattro,sedan,automatic,fl,49.0,19102.0,blue,black,the collection,35200.0,36600.0,Thu,Jun,2015.0
469538,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,42.0,19796.0,black,gray,warren henry infiniti inc,28100.0,27200.0,Fri,Jun,2015.0
469540,Audi,A4,2.0T Premium,sedan,automatic,fl,43.0,11216.0,red,beige,the collection,22200.0,21600.0,Thu,Jun,2015.0
469544,Audi,A7,Premium Plus quattro,sedan,automatic,fl,48.0,25930.0,silver,gray,the collection,44500.0,43900.0,Thu,Jun,2015.0
469545,Audi,A6,3.0T Prestige quattro,sedan,automatic,ca,44.0,29608.0,brown,black,land rover las vegas,37100.0,38250.0,Thu,Jun,2015.0
469546,Audi,A4,2.0T Premium quattro,sedan,automatic,ca,37.0,36116.0,gray,black,high bid trading co inc,22200.0,21750.0,Wed,Jun,2015.0
469547,Audi,A4,2.0T Premium,sedan,automatic,fl,45.0,31200.0,black,beige,the collection,20400.0,21200.0,Thu,Jun,2015.0
469548,Audi,Q5,2.0T Premium Plus quattro,suv,automatic,ca,47.0,21191.0,silver,black,land rover las vegas,31700.0,31250.0,Thu,Jun,2015.0
